state	year	precinct	precinct_code	g2012_REG_tv	g2012_BALL_tv	cd	ld	sd	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_rv	g2012_USP_tv	g2012_USS_adv	g2012_USS_arv	g2012_USS_atv	g2012_USS_dv	g2012_USS_edv	g2012_USS_erv	g2012_USS_etv	g2012_USS_ldv	g2012_USS_lrv	g2012_USS_ltv	g2012_USS_rv	g2012_USS_tv	g2012_USH_adv	g2012_USH_edv	g2012_USH_ldv	g2012_USH_arv	g2012_USH_erv	g2012_USH_lrv	g2012_USH_atv	g2012_USH_etv	g2012_USH_ltv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	g2012_STH_adv	g2012_STH_edv	g2012_STH_ldv	g2012_STH_arv	g2012_STH_erv	g2012_STH_lrv	g2012_STH_atv	g2012_STH_etv	g2012_STH_ltv	g2012_STH_dv	g2012_STH_rv	g2012_STH_tv	g2012_STS_adv	g2012_STS_edv	g2012_STS_ldv	g2012_STS_arv	g2012_STS_erv	g2012_STS_lrv	g2012_STS_atv	g2012_STS_etv	g2012_STS_ltv	g2012_STS_dv	g2012_STS_rv	g2012_STS_tv
"HI"	2012	"01-01"	1	2839	1712	2		4	549	82	645	1371	126	34	164	696	172	895	288	1704	492	142	634	1254	117	48	165	645	243	888	433	1687	552	131	765	69	30	110	621	161	875	1448	209	1657													428	106	590				614	160	842	1124	0	1616
"HI"	2012	"01-02"	2	906	583	2		4	171	41	217	456	30	11	41	255	58	323	110	581	155	61	216	425	29	12	41	241	78	319	151	576	179	35	263	32	6	45	211	41	308	477	83	560													154	24	209				202	39	302	387	0	543
"HI"	2012	"01-03"	3	982	642	2		4	198	50	256	503	41	8	50	264	60	334	118	640	174	75	249	454	35	15	50	245	86	331	176	630	212	38	264	35	10	50	247	48	314	514	95	609													174	33	210				237	44	301	417	0	582
"HI"	2012	"01-04"	4	301	196	2		4	30	16	46	135	19	7	26	86	31	124	54	196	26	18	44	126	14	12	26	86	37	123	67	193	32	19	96	12	7	27	44	26	123	147	46	193													15	17	71				35	24	117	103	0	176
"HI"	2012	"01-05"	5	1758	1126	2		4	341	58	401	929	94	32	126	494	90	597	180	1124	306	89	395	857	89	36	125	462	131	593	256	1113	338	96	508	54	21	78	392	117	586	942	153	1095													306	78	423				370	111	547	807	0	1028
"HI"	2012	"01-06"	6	1379	938	2		4	265	79	348	720	112	24	137	343	93	449	196	934	241	108	349	658	101	36	137	316	128	444	272	930	285	108	349	52	24	77	337	132	426	742	153	895													234	93	276				308	123	396	603	0	827
"HI"	2012	"01-07"	7	1731	954	2			203	65	275	721	137	29	170	381	102	504	196	949	177	94	271	678	127	43	170	374	128	502	265	943	206	130	396	60	32	91	266	162	487	732	183	915																								
"HI"	2012	"01-08"	8	4717	3182	2			1079	244	1341	2490	389	101	496	1022	269	1322	614	3159	984	349	1333	2249	352	142	494	913	392	1305	883	3132	1111	404	1065	180	80	205	1291	484	1270	2580	465	3045																								
"HI"	2012	"01-09"	9	0	0	2		4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0	0	0				0	0	0	0	0	0
"HI"	2012	"01-10"	10	1693	1128	2			323	80	409	882	113	23	136	446	118	576	221	1121	288	116	404	793	99	36	135	406	161	567	313	1106	344	110	476	49	24	83	393	134	559	930	156	1086																								
"HI"	2012	"02-01"	11	3821	2191	2			734	159	908	1724	290	86	383	700	155	883	400	2174	660	232	892	1565	257	120	377	648	226	874	578	2143	756	307	721	109	59	129	865	366	850	1784	297	2081																								
"HI"	2012	"02-02"	12	1962	938	2			279	43	325	749	116	30	149	354	92	456	165	930	265	57	322	701	106	41	147	330	122	452	220	921	283	122	357	31	23	82	314	145	439	762	136	898																								
"HI"	2012	"02-03"	13	1510	913	2			177	30	209	784	109	14	125	498	68	575	112	909	160	49	209	721	97	27	124	464	109	573	185	906	176	101	473	28	22	94	204	123	567	750	144	894																								
"HI"	2012	"02-04"	14	5298	3495	2			1208	213	1434	2866	495	93	595	1163	249	1437	555	3466	1131	292	1423	2641	442	146	588	1068	363	1431	801	3442	1225	500	1218	142	71	186	1367	571	1404	2943	399	3342																								
"HI"	2012	"02-05"	15	3305	2346	2			907	190	1112	1910	329	73	403	674	130	815	393	2330	841	265	1106	1764	291	108	399	632	177	809	550	2314	953	351	725	117	41	76	1070	392	801	2029	234	2263																								
"HI"	2012	"03-01"	16	3773	2600	2	3		887	200	1096	2103	308	61	372	908	191	1113	452	2581	825	261	1086	1903	282	90	372	796	303	1099	654	2557	899	315	920	152	43	138	1051	358	1058	2134	333	2467	812	248	713	256	109	338	1081	365	1077	1773	703	2523												
"HI"	2012	"03-02"	17	425	283	2	3	2	238	28	268	249	11	2	13	0	0	0	30	281	216	45	261	225	9	4	13	0	0	0	49	274	233	8	0	24	1	0	257	9	0	241	25	266	185	7	0	60	3	0	260	10	0	192	63	270	189	5	0	41	3	0	230	8	0	194	44	238
"HI"	2012	"03-03"	18	183	106	2	3	2	64	39	104	66	2	0	2	0	0	0	39	106	59	42	101	61	2	0	2	0	0	0	42	103	74	2	0	23	0	0	97	2	0	76	23	99	55	2	0	38	0	0	96	2	0	57	38	98	60	2	0	31	0	0	91	2	0	62	31	93
"HI"	2012	"03-04"	19	4728	2823	2	3	2	675	193	896	2169	322	75	405	1172	286	1504	554	2805	634	246	880	2051	295	109	404	1122	373	1495	728	2779	726	325	1261	131	70	200	857	395	1461	2312	401	2713	476	187	741	296	151	508	860	399	1453	1404	955	2712	648	301	1102	163	81	303	811	382	1405	2051	547	2598
"HI"	2012	"03-05"	20	2527	1439	2	3	2	289	94	393	1097	143	30	180	665	171	862	295	1435	270	119	389	1032	126	54	180	636	221	857	394	1426	302	137	700	83	39	135	385	176	835	1139	257	1396	199	102	407	135	51	305	375	175	824	708	491	1374	247	126	594	105	46	209	352	172	803	967	360	1327
"HI"	2012	"03-06"	21	1835	1222	2	3	2	306	82	394	907	125	34	162	476	158	663	274	1219	265	121	386	823	118	44	162	440	211	651	376	1199	306	130	496	68	28	133	374	158	629	932	229	1161	154	64	246	120	65	245	357	158	623	464	430	1138	286	123	422	82	34	209	368	157	631	831	325	1156
"HI"	2012	"03-07"	22	875	529	2	3	2	176	11	190	476	20	4	24	280	30	312	45	526	163	24	187	454	20	3	23	271	43	314	70	524	177	22	285	10	2	21	187	24	306	484	33	517	136	12	191	44	8	100	185	22	307	339	152	514	140	14	217	31	9	69	171	23	286	371	109	480
"HI"	2012	"04-01"	23	5736	3505	2		2	694	279	1002	2469	336	100	446	1439	513	2030	892	3478	630	357	987	2296	314	130	444	1352	653	2005	1140	3436	771	348	1597	196	80	374	967	428	1971	2716	650	3366													682	337	1452	263	86	481	945	423	1933	2471	830	3301
"HI"	2012	"04-02"	24	5410	3051	2		2	700	176	912	2338	229	57	293	1409	318	1825	551	3030	675	232	907	2250	222	64	286	1353	458	1811	754	3004	739	234	1474	155	43	292	894	277	1766	2447	490	2937													684	212	1371	191	56	353	875	268	1724	2267	600	2867
"HI"	2012	"04-03"	25	3186	1701	2		2	379	81	493	1315	187	34	233	749	155	963	270	1689	381	102	483	1313	191	42	233	741	216	957	360	1673	406	207	806	69	27	128	475	234	934	1419	224	1643													368	183	722	90	41	177	458	224	899	1273	308	1581
"HI"	2012	"05-01"	26	1359	809	2	5	3	235	61	305	606	22	13	36	349	111	467	185	808	226	74	300	578	22	13	35	330	129	459	216	794	247	22	356	48	11	85	295	33	441	625	144	769	223	20	304	57	12	120	280	32	424	547	189	736	255	23	364	34	10	77	289	33	441	642	121	763
"HI"	2012	"05-02"	27	1864	1057	2	5	3	231	97	334	699	43	15	58	425	198	654	310	1046	220	114	334	673	38	20	58	415	236	651	370	1043	245	47	473	71	11	159	316	58	632	765	241	1006	220	40	403	89	17	212	309	57	615	663	318	981	244	46	470	71	12	164	315	58	634	760	247	1007
"HI"	2012	"05-03"	28	547	322	2	5	3	90	20	110	256	20	4	24	146	33	187	57	321	75	33	108	238	19	4	23	144	42	186	79	317	88	19	155	16	3	25	104	22	180	262	44	306	74	19	141	20	4	39	94	23	180	234	63	297	89	19	157	15	4	27	104	23	184	265	46	311
"HI"	2012	"05-04"	29	659	405	2	5	3	124	26	153	335	26	4	31	185	25	219	55	403	116	39	155	310	22	7	29	172	45	217	91	401	131	24	187	23	6	26	154	30	213	342	55	397	95	22	141	54	7	58	149	29	199	258	119	377	129	27	192	20	3	19	149	30	211	348	42	390
"HI"	2012	"05-05"	30	770	465	2	5	3	108	20	132	371	24	6	32	239	47	298	73	462	100	28	128	352	21	12	33	231	66	297	106	458	104	29	252	17	4	34	121	33	286	385	55	440	93	22	214	31	10	65	124	32	279	329	106	435	111	28	252	13	5	31	124	33	283	391	49	440
"HI"	2012	"05-06"	31	2931	1895	2	5	3	567	122	694	1468	154	34	188	747	227	1004	383	1886	552	135	687	1407	137	51	188	718	280	998	466	1873	594	155	801	75	28	166	669	183	967	1550	269	1819	492	143	663	142	45	278	634	188	941	1298	465	1763	595	158	811	58	26	145	653	184	956	1564	229	1793
"HI"	2012	"05-07"	32	2136	1301	2	5	3	354	91	449	947	129	42	174	464	189	670	322	1293	326	122	448	882	118	55	173	438	229	667	406	1288	369	139	516	60	31	126	429	170	642	1024	217	1241	297	104	428	124	58	216	421	162	644	829	398	1227	365	136	542	63	28	106	428	164	648	1043	197	1240
"HI"	2012	"05-08"	33	3837	2392	2	5	3	435	375	821	1368	285	179	474	648	421	1084	975	2379	387	428	815	1211	249	217	466	575	506	1081	1151	2362	491	321	719	293	136	319	784	457	1038	1531	748	2279	434	268	604	355	189	429	789	457	1033	1306	973	2279	527	332	742	266	123	298	793	455	1040	1601	687	2288
"HI"	2012	"06-01"	34	1070	691	2	6	3	152	74	231	422	61	48	111	209	131	347	253	689	143	86	229	388	58	53	111	187	156	343	295	683	162	74	228	57	32	105	219	106	333	464	194	658	140	61	211	67	42	114	207	103	325	412	223	635	181	78	242	37	28	88	218	106	330	501	153	654
"HI"	2012	"06-02"	35	4023	2147	2	6	3	336	276	624	1222	249	181	437	637	413	1073	870	2134	291	328	619	1097	220	211	431	586	472	1058	1011	2108	393	267	724	196	144	296	589	411	1020	1384	636	2020	339	236	634	236	175	368	575	411	1002	1209	779	1988	390	282	735	196	136	280	586	418	1015	1407	612	2019
"HI"	2012	"06-03"	36	2931	1757	2	6	3	380	251	639	1088	215	92	310	493	295	801	638	1750	331	305	636	956	186	121	307	439	358	797	784	1740	439	231	560	174	73	202	613	304	762	1230	449	1679	383	205	512	206	91	245	589	296	757	1100	542	1642	462	235	586	157	68	187	619	303	773	1283	412	1695
"HI"	2012	"06-04"	37	3483	2025	2	6	3	419	178	611	1399	268	101	373	712	296	1033	575	2017	369	238	607	1252	236	132	368	647	374	1021	744	1996	470	275	771	126	87	231	596	362	1002	1516	444	1960	435	260	748	162	96	242	597	356	990	1443	500	1943	471	288	787	123	70	204	594	358	991	1546	397	1943
"HI"	2012	"06-05"	38	2927	1725	2	6	4	292	154	452	1174	225	90	323	657	256	942	500	1717	240	210	450	1046	206	119	325	600	328	928	657	1703	326	256	699	111	63	190	437	319	889	1281	364	1645	282	233	657	144	78	221	426	311	878	1172	443	1615	259	191	483				402	298	832	933	0	1532
"HI"	2012	"07-01"	39	1402	881	2		4	184	115	304	521	147	88	235	190	141	337	344	876	159	145	304	460	134	98	232	167	168	335	411	871	207	159	221	94	68	105	301	227	326	587	267	854													169	114	162				272	219	293	445	0	784
"HI"	2012	"07-02"	40	4017	2462	2		4	418	284	712	1513	192	89	287	903	509	1452	882	2451	368	342	710	1338	178	105	283	792	657	1449	1104	2442	477	205	1031	219	74	372	696	279	1403	1713	665	2378													378	171	805				628	268	1309	1354	0	2205
"HI"	2012	"07-03"	41	3838	2291	2		4	602	181	804	1697	139	41	182	956	304	1297	526	2283	553	244	797	1576	128	52	180	895	386	1281	682	2258	636	146	1026	134	27	211	770	173	1237	1808	372	2180													471	93	802				742	170	1194	1366	0	2106
"HI"	2012	"07-04"	42	4056	2618	2		4	554	183	748	1948	596	210	820	798	219	1042	612	2610	457	282	739	1670	508	303	811	705	320	1025	905	2575	570	654	826	137	147	165	707	801	991	2050	449	2499													486	516	643				710	782	962	1645	0	2454
"HI"	2012	"07-05"	43	1593	966	2		4	227	58	287	761	176	43	221	358	88	454	189	962	185	90	275	655	154	67	221	316	139	455	296	951	235	187	376	44	31	52	279	218	428	798	127	925													193	155	296				271	214	424	644	0	909
"HI"	2012	"08-01"	44	1835	1161	2			292	61	358	907	76	23	99	539	148	699	232	1156	254	99	353	808	69	29	98	485	212	697	340	1148	293	81	548	57	13	132	350	94	680	922	202	1124																								
"HI"	2012	"08-02"	45	3281	1742	2			509	130	643	1367	120	20	141	738	204	951	354	1735	464	174	638	1255	112	27	139	679	272	951	473	1728	543	123	807	80	13	128	623	136	935	1473	221	1694																								
"HI"	2012	"08-03"	46	1526	850	2			238	55	295	664	66	20	86	360	94	467	169	848	218	73	291	616	59	25	84	339	125	464	223	839	238	67	378	38	16	74	276	83	452	683	128	811																								
"HI"	2012	"08-04"	47	1864	1013	2			323	60	387	803	104	32	138	376	92	480	184	1005	304	81	385	738	96	40	136	338	142	480	263	1001	330	111	379	38	23	80	368	134	459	820	141	961																								
"HI"	2012	"08-05"	48	3674	2608	2			899	256	1164	1928	230	85	315	799	292	1113	633	2592	813	343	1156	1757	214	97	311	730	374	1104	814	2571	936	245	862	157	58	200	1093	303	1062	2043	415	2458																								
"HI"	2012	"08-06"	49	1490	987	2			284	67	356	729	70	23	94	375	141	529	231	979	267	88	355	673	69	25	94	337	183	520	296	969	289	72	403	57	20	105	346	92	508	764	182	946																								
"HI"	2012	"08-07"	50	1111	695	2			218	57	280	552	65	17	82	269	59	332	133	694	203	76	279	504	60	19	79	241	88	329	183	687	217	64	285	48	15	41	265	79	326	566	104	670																								
"HI"	2012	"09-01"	51	3365	1993	2			518	109	631	1613	119	20	140	976	225	1213	354	1984	485	147	632	1473	119	21	140	869	331	1200	499	1972	540	127	1034	55	11	132	595	138	1166	1701	198	1899																								
"HI"	2012	"09-02"	52	3177	2056	2			601	112	715	1637	149	36	188	887	241	1143	389	2046	561	151	712	1492	136	48	184	795	340	1135	539	2031	603	161	919	82	23	164	685	184	1083	1683	269	1952																								
"HI"	2012	"09-03"	53	2269	1300	2			409	65	478	1102	63	5	70	630	101	738	171	1286	395	85	480	1018	56	14	70	567	165	732	264	1282	407	67	628	42	3	85	449	70	713	1102	130	1232																								
"HI"	2012	"09-04"	54	2281	1254	2			418	67	488	1053	68	9	77	567	104	679	180	1244	396	85	481	973	64	13	77	513	165	678	263	1236	415	67	574	48	9	81	463	76	655	1056	138	1194																								
"HI"	2012	"10-01"	55	1407	755	2	10	6	107	65	174	507	45	16	62	355	148	517	229	753	93	78	171	464	43	18	61	328	183	511	279	743	111	50	378	55	10	104	166	60	482	539	169	708	99	47	304	61	9	147	160	56	451	450	217	667	108	45	358	55	12	114	163	57	472	511	181	692
"HI"	2012	"10-02"	56	2375	1114	2	10	6	138	65	207	739	25	20	46	576	250	855	335	1108	128	77	205	680	24	22	46	528	314	842	413	1093	153	26	618	43	16	169	196	42	787	797	228	1025	154	28	568	45	17	236	199	45	804	750	298	1048	153	30	618	46	15	177	199	45	795	801	238	1039
"HI"	2012	"10-03"	57	2317	1014	2	10	6	132	23	155	804	19	2	21	653	163	827	188	1003	125	31	156	709	17	3	20	567	256	823	290	999	138	20	657	15	1	135	153	21	792	815	151	966	126	13	602	22	7	187	148	20	789	741	216	957	134	21	666	15	0	123	149	21	789	821	138	959
"HI"	2012	"10-04"	58	1791	889	2	10	6	172	53	226	658	26	11	37	460	153	622	217	885	168	57	225	633	24	12	36	441	176	617	245	878	184	30	508	34	7	83	218	37	591	722	124	846	173	20	441	43	15	151	216	35	592	634	209	843	172	26	500	47	10	96	219	36	596	698	153	851
"HI"	2012	"10-05"	59	5742	2888	2	10	6	343	321	678	1697	84	56	140	1270	731	2059	1108	2877	319	347	666	1552	69	69	138	1164	883	2047	1299	2851	399	94	1345	239	45	572	638	139	1917	1838	856	2694	382	83	1215	260	55	706	642	138	1921	1680	1021	2701	405	87	1369	240	49	550	645	136	1919	1861	839	2700
"HI"	2012	"11-01"	60	3074	1552	2	11	6	243	74	321	1150	99	26	128	808	267	1100	367	1549	227	89	316	1055	95	34	129	733	359	1092	482	1537	256	104	874	53	20	166	309	124	1040	1234	239	1473	227	96	780	80	30	279	307	126	1059	1103	389	1492	232	102	816	59	18	193	291	120	1009	1150	270	1420
"HI"	2012	"11-02"	61	4362	2501	2	11	6	355	282	651	1481	121	61	185	1005	605	1651	948	2487	325	320	645	1329	106	75	181	898	741	1639	1136	2465	398	129	1087	213	46	477	611	175	1564	1614	736	2350	338	110	957	291	70	633	629	180	1590	1405	994	2399	367	119	995	249	56	522	616	175	1517	1481	827	2308
"HI"	2012	"11-03"	62	3823	1959	2	11	6	269	167	439	1276	109	54	165	898	417	1347	638	1951	236	196	432	1157	108	55	163	813	521	1334	772	1929	287	118	926	118	40	342	405	158	1268	1331	500	1831	234	100	830	186	59	459	420	159	1289	1164	704	1868	257	107	868	134	46	378	391	153	1246	1232	558	1790
"HI"	2012	"11-04"	63	3845	1894	2	11	6	238	143	385	1226	84	40	129	904	423	1372	606	1886	224	157	381	1138	80	48	128	834	529	1363	734	1872	264	96	974	100	30	319	364	126	1293	1334	449	1783	214	85	843	160	44	481	374	129	1324	1142	685	1827	257	84	912	112	42	359	369	126	1271	1253	513	1766
"HI"	2012	"12-01"	64	3256	1891	2	12		432	108	544	1428	107	24	132	889	286	1206	418	1882	395	148	543	1331	103	28	131	833	365	1198	541	1872	442	110	981	92	18	183	534	128	1164	1533	293	1826	436	101	893	93	27	260	529	128	1153	1430	380	1810												
"HI"	2012	"12-02"	65	2058	1214	2	12		225	49	283	919	68	14	88	626	177	836	240	1207	216	64	280	872	67	21	88	589	240	829	325	1197	231	70	658	38	15	131	269	85	789	959	184	1143	236	59	599	35	25	166	271	84	765	894	226	1120												
"HI"	2012	"12-03"	66	2874	1828	2	12		393	182	589	1283	118	46	166	772	260	1060	488	1815	359	232	591	1172	102	63	165	711	342	1053	637	1809	437	119	844	127	38	173	564	157	1017	1400	338	1738	442	107	768	122	46	229	564	153	997	1317	397	1714												
"HI"	2012	"12-04"	67	3165	1969	2	12		432	127	569	1483	127	29	160	924	282	1225	438	1954	393	176	569	1348	119	41	160	836	372	1208	589	1937	461	135	972	90	22	204	551	157	1176	1568	316	1884	447	131	957	95	25	210	542	156	1167	1535	330	1865												
"HI"	2012	"12-05"	68	4620	3092	2	12		769	236	1034	2245	188	62	258	1288	448	1784	746	3076	681	347	1028	2017	171	85	256	1165	602	1767	1034	3051	795	194	1368	188	56	327	983	250	1695	2357	571	2928	763	178	1238	218	65	412	981	243	1650	2179	695	2874												
"HI"	2012	"12-06"	69	268	173	2	12		10	15	25	107	3	3	6	94	44	142	62	173	9	16	25	91	3	3	6	79	62	141	81	172	14	4	99	10	2	36	24	6	135	117	48	165	12	4	86	10	2	41	22	6	127	102	53	155												
"HI"	2012	"13-01"	70	1741	936	2	13		135	28	166	724	50	17	68	539	141	701	186	935	130	37	167	694	46	21	67	518	175	693	233	927	133	54	557	24	13	103	157	67	660	744	140	884	125	43	456	34	18	181	159	61	637	624	233	857												
"HI"	2012	"13-02"	71	6284	3482	2	13		631	142	795	2716	188	34	227	1897	428	2442	604	3464	598	195	793	2624	182	42	224	1844	567	2411	804	3428	653	187	1949	103	26	355	756	213	2304	2789	484	3273	548	154	1430	178	51	824	726	205	2254	2132	1053	3185												
"HI"	2012	"13-03"	72	1345	716	2	13		136	38	180	596	20	3	24	440	55	508	96	712	123	54	177	535	16	8	24	396	105	501	167	702	147	22	442	27	2	40	174	24	482	611	69	680	126	17	387	47	7	102	173	24	489	530	156	686												
"HI"	2012	"13-04"	73	1695	954	2	13		183	63	250	772	4	0	4	585	104	697	167	951	168	80	248	715	4	0	4	543	148	691	228	943	202	4	595	39	0	77	241	4	672	801	116	917	170	4	547	65	0	112	235	4	659	721	177	898												
"HI"	2012	"13-05"	74	623	383	2	13		41	27	69	291	59	8	67	191	50	245	85	381	38	30	68	263	55	12	67	170	74	244	116	379	50	58	202	14	8	33	64	66	235	310	55	365	37	45	171	24	18	56	61	63	227	253	98	351												
"HI"	2012	"13-06"	75	1994	1202	2	13		132	27	163	929	317	66	387	480	154	642	247	1192	122	38	160	854	294	89	383	438	204	642	331	1185	140	341	512	19	34	111	159	375	623	993	164	1157	119	310	474	29	64	134	148	374	608	903	227	1130												
"HI"	2012	"13-07"	76	354	180	2	13		18	18	39	111	20	8	29	73	34	110	60	178	16	22	38	100	18	9	27	66	44	110	75	175	19	20	81	17	7	26	36	27	107	120	50	170	18	16	69	19	10	39	37	26	108	103	68	171												
"HI"	2012	"13-08"	77	1119	643	2	13		83	8	95	530	101	11	113	346	78	430	97	638	80	13	93	504	89	22	111	335	91	426	126	630	82	99	371	11	7	50	93	106	421	552	68	620	71	89	342	16	18	79	87	107	421	502	113	615												
"HI"	2012	"13-09"	78	48	27	2	13		25	2	27	25	0	0	0	0	0	0	2	27	25	2	27	25	0	0	0	0	0	0	2	27	21	0	0	5	0	0	26	0	0	21	5	26	19	0	0	5	0	0	24	0	0	19	5	24												
"HI"	2012	"14-01"	79	2670	1630	2		8	290	149	448	1012	82	41	129	640	346	1047	536	1624	282	160	442	1016	79	50	129	655	369	1024	579	1595	320	92	732	102	36	244	422	128	976	1144	382	1526													260	85	609	142	37	306	402	122	915	954	485	1439
"HI"	2012	"14-02"	80	2506	1594	2		8	344	92	454	1165	94	27	124	727	211	1001	330	1579	329	124	453	1176	94	29	123	753	233	986	386	1562	357	100	797	72	19	157	429	119	954	1254	248	1502													303	82	687	97	34	216	400	116	903	1072	347	1419
"HI"	2012	"14-03"	81	1517	916	2		8	199	47	250	729	80	25	108	450	81	546	153	904	188	58	246	701	79	28	107	434	108	542	194	895	209	86	450	35	17	69	244	103	519	745	121	866													175	81	395	42	18	84	217	99	479	651	144	795
"HI"	2012	"14-04"	82	5241	3215	2		8	786	223	1026	2363	338	124	475	1239	381	1676	728	3177	776	251	1027	2322	329	140	469	1217	427	1644	818	3140	838	365	1326	153	90	243	991	455	1569	2529	486	3015													756	335	1212	185	92	296	941	427	1508	2303	573	2876
"HI"	2012	"14-05"	83	1940	1191	2		8	385	92	481	903	183	59	244	335	106	457	257	1182	375	106	481	861	173	69	242	313	136	449	311	1172	388	202	358	58	31	72	446	233	430	948	161	1109													377	181	313	63	40	102	440	221	415	871	205	1076
"HI"	2012	"15-01"	84	4097	2618	2		8	615	246	882	1764	400	163	574	749	352	1142	761	2598	583	282	865	1681	372	193	565	726	401	1127	876	2557	663	447	846	172	104	228	835	551	1074	1956	504	2460													597	401	692	188	140	313	785	541	1005	1690	641	2331
"HI"	2012	"15-02"	85	1915	1129	2		8	258	45	307	935	158	32	194	519	98	622	175	1123	242	62	304	879	148	41	189	489	128	617	231	1110	248	167	528	35	14	57	283	181	585	943	106	1049													237	160	502	40	20	79	277	180	581	899	139	1038
"HI"	2012	"15-03"	86	2868	1902	2		8	594	131	733	1462	364	95	464	504	169	684	395	1881	578	158	736	1389	340	113	453	471	202	673	473	1862	602	379	547	86	63	104	688	442	651	1528	253	1781													574	377	508	100	51	121	674	428	629	1459	272	1731
"HI"	2012	"15-04"	87	3732	2438	2		8	668	210	888	1752	378	111	498	706	304	1031	625	2417	649	238	887	1664	343	151	494	672	347	1019	736	2400	705	407	789	112	67	185	817	474	974	1901	364	2265													656	390	712	146	82	232	802	472	944	1758	460	2218
"HI"	2012	"15-05"	88	815	511	2		8	123	34	160	369	73	18	91	173	73	252	125	503	114	47	161	348	68	25	93	166	85	251	157	505	134	84	183	23	5	50	157	89	233	401	78	479													113	69	165	33	14	65	146	83	230	347	112	459
"HI"	2012	"16-01"	89	2868	1841	2	16	8	460	170	633	1276	184	73	262	632	261	923	504	1818	435	195	630	1219	174	83	257	610	306	916	584	1803	501	205	733	104	46	136	605	251	869	1439	286	1725	441	181	556	139	66	260	580	247	816	1178	465	1643	454	190	613	129	59	225	583	249	838	1257	413	1670
"HI"	2012	"16-02"	90	4040	2678	2	16	8	658	247	922	1833	271	93	370	904	433	1365	773	2657	631	286	917	1747	249	114	363	867	482	1349	882	2629	717	283	965	146	64	300	863	347	1265	1965	510	2475	658	258	814	180	76	377	838	334	1191	1730	633	2363	615	256	861	198	75	383	813	331	1244	1732	656	2388
"HI"	2012	"16-03"	91	3092	1861	2	16	8	507	118	632	1477	145	27	172	825	188	1030	333	1834	484	151	635	1409	138	33	171	787	237	1024	421	1830	530	147	820	75	14	134	605	161	954	1497	223	1720	532	141	788	65	19	152	597	160	940	1461	236	1697	493	128	750	94	31	192	587	159	942	1371	317	1688
"HI"	2012	"16-04"	92	1334	841	2	16	8	235	44	283	670	50	12	64	385	85	483	141	830	232	53	285	650	46	19	65	372	105	477	177	827	230	55	397	25	7	56	255	62	453	682	88	770	254	51	415	18	11	38	272	62	453	720	67	787	235	54	371	31	7	74	266	61	445	660	112	772
"HI"	2012	"16-05"	93	2003	1190	2	16	8	255	51	316	902	67	18	86	580	189	782	258	1184	245	63	308	887	64	21	85	578	189	767	273	1160	268	70	589	31	11	128	299	81	717	927	170	1097	263	66	591	36	14	114	299	80	705	920	164	1084	230	64	521	61	17	172	291	81	693	815	250	1065
"HI"	2012	"16-06"	94	100	62	2	16	8	29	27	61	29	0	0	0	0	0	0	27	61	24	36	60	24	0	0	0	0	0	0	36	60	31	0	0	27	0	0	58	0	0	31	27	58	40	0	0	16	0	0	56	0	0	40	16	56	48	0	0	12	0	0	60	0	0	48	12	60
