state	year	county	precinct	g2012_REG_tv	g2012_USP_lrv	g2012_USP_erv	g2012_USP_arv	g2012_USP_prv	g2012_USP_rv	g2012_USP_ldv	g2012_USP_edv	g2012_USP_adv	g2012_USP_pdv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_adv	g2012_USH_arv	g2012_USH_atv	g2012_USH_edv	g2012_USH_erv	g2012_USH_etv	g2012_USH_ldv	g2012_USH_lrv	g2012_USH_ltv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv
"AR"	2012	"Scott"	"HUNT"	115	7	2	35	27	2	0	0	0	0	0	0	4	0	2	2	0	9	9	1	72	75	1	83	86
"AR"	2012	"Scott"	"JAMES"	89	0	0	27	17	0	0	0	0	0	1	0	4	0	0	2	1	0	2	7	46	55	8	46	59
"AR"	2012	"Scott"	"JONES/LITTLE TEXAS"	76	3	2	38	0	1	0	0	0	0	0	0	4	0	1	1	1	5	6	6	43	49	7	49	56
"AR"	2012	"Scott"	"KEENER"	67	5	0	23	7	0	0	0	0	0	0	0	4	0	0	0	2	5	7	12	27	41	14	32	48
"AR"	2012	"Scott"	"LAFAVE"	78	4	0	9	25	0	0	1	0	0	1	0	4	0	1	1	0	6	7	7	39	47	7	46	55
"AR"	2012	"Scott"	"LAMB"	254	28	5	79	0	1	0	0	0	0	2	0	4	2	1	4	13	32	47	24	80	113	39	113	164
"AR"	2012	"Scott"	"LEWIS WARD I"	436	18	10	122	42	4	0	1	0	0	2	0	4	1	5	6	7	28	36	49	161	220	57	194	262
"AR"	2012	"Scott"	"LEWIS WARD II"	412	13	3	76	52	2	0	0	0	0	1	0	4	0	2	7	6	18	24	38	136	178	44	156	209
"AR"	2012	"Scott"	"MILL CREEK"	225	14	5	81	0	1	0	0	0	0	3	0	4	3	1	4	3	19	24	23	82	110	29	102	138
"AR"	2012	"Scott"	"MOUNT PLEASANT"	248	19	14	34	42	1	0	1	0	0	0	0	4	1	1	2	4	35	41	17	87	108	22	123	151
"AR"	2012	"Scott"	"MOUNTAIN"	268	21	5	39	45	0	0	1	0	0	2	0	4	2	0	4	11	24	36	16	89	110	29	113	150
"AR"	2012	"Scott"	"PARKS"	131	3	0	36	13	2	0	0	0	0	2	0	4	0	2	2	2	4	6	13	52	67	15	58	75
"AR"	2012	"Scott"	"TOMLINSON/TATE"	213	27	7	32	30	2	0	0	0	0	0	0	4	0	2	3	6	36	45	22	60	87	28	98	135
"AR"	2012	"Searcy"	"Bear Creek # 4"	607	27	36	3	0	0	0	318	2	3	0	2	1	3	9	13	45	168	222	25	105	147	73	282	382
"AR"	2012	"Searcy"	"Bear Creek # 5"	630	29	53	8	0	0	0	306	1	4	0	5	1	6	31	37	59	166	238	26	83	114	91	280	389
"AR"	2012	"Searcy"	"Bear Creek # 6"	577	18	46	7	0	0	0	316	1	3	0	7	1	4	12	17	43	185	241	20	101	135	67	298	393
"AR"	2012	"Searcy"	"Calf Creek"	221	28	25	0	0	0	0	89	2	1	0	1	1	0	0	0	23	46	72	28	38	76	51	84	148
"AR"	2012	"Searcy"	"Long Creek"	298	18	12	1	0	0	0	147	2	3	0	6	1	1	12	14	8	61	76	14	74	93	23	147	183
"AR"	2012	"Searcy"	"MP Witts Springs School"	152	18	1	0	0	0	0	80	3	0	0	0	1	0	0	0	1	9	10	18	65	94	19	74	104
"AR"	2012	"Searcy"	"Mt Pleasant"	152	14	10	4	0	0	0	70	2	0	0	2	1	4	7	11	8	36	47	13	21	39	25	64	97
"AR"	2012	"Searcy"	"Oxley"	240	19	16	6	0	0	0	112	3	0	0	2	1	4	4	11	11	32	50	17	63	95	32	99	156
"AR"	2012	"Searcy"	"Prairie"	309	32	2	3	0	0	0	172	5	0	0	1	3		6	9	0	19	20	0	147	175		172	204
"AR"	2012	"Searcy"	"Red River"	182	12	21	1	0	0	0	93	1	2	0	1	1	1	1	2	19	48	71	12	43	58	32	92	131
"AR"	2012	"Searcy"	"Rock Creek"	345	33	9	6	0	0	0	148	4	0	1	0	1	3	8	13	10	36	47	27	101	143	40	145	203
"AR"	2012	"Searcy"	"SP Bear Creek"	60	11	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	11	30	43	11	30	43
"AR"	2012	"Searcy"	"Shady Grove"	136	15	12	1	0	0	0	64	0	2	0	0	1	1	3	4	10	35	49	12	25	40	23	63	93
"AR"	2012	"Searcy"	"Spring"	291	22	21	7	0	0	0	153	0	1	1	1	1	8	3	11	23	110	135	25	26	53	56	139	199
"AR"	2012	"Searcy"	"St Joe"	264	24	7	2	0	0	0	130	1	1	0	1	1	4	8	13	6	28	37	15	79	103	25	115	153
"AR"	2012	"Searcy"	"Tomahawk"	337	27	22	10	0	0	0	161	4	0	0	4	1	3	9	15	21	62	92	28	82	122	52	153	229
"AR"	2012	"Searcy"	"Wiley Cove"	628	74	33	8	0	0	0	310	14	3	0	6	1	8	9	17	23	117	155	73	169	276	104	295	448
"AR"	2012	"Sebastian"	"1-A"	1821	0	0	2	0	2	276	62	177	4	519	1023	3		8	10	0	199	317	0	414	641		621	968
"AR"	2012	"Sebastian"	"1-B"	748	1	0	0	0	1	66	24	65	9	164	364	3		15	20	0	60	110	0	140	211		215	341
"AR"	2012	"Sebastian"	"1-C"	969	0	0	0	0	0	105	24	74	7	210	628	3		18	19	0	197	238	0	263	344		478	601
"AR"	2012	"Sebastian"	"1-D"	1076	0	0	0	0	0	83	27	66	15	191	743	3		32	35	0	314	353	0	249	324		595	712
"AR"	2012	"Sebastian"	"1-E"	67	0	0	0	0	0	3	1	7	1	12	52	3		1	2	0	28	31	0	9	14		38	47
"AR"	2012	"Sebastian"	"1-F"	407	0	0	0	0	0	38	10	36	1	85	262	3		5	6	0	80	109	0	104	140		189	255
"AR"	2012	"Sebastian"	"1-G"	443	0	0	0	0	0	39	12	60	2	113	336	3		6	7	0	111	151	0	128	164		245	322
"AR"	2012	"Sebastian"	"1-H"	1089	2	0	1	0	3	93	26	124	4	247	577	3		9	11	0	198	297	0	149	242		356	550
"AR"	2012	"Sebastian"	"1-I"	1409	0	1	0	0	1	167	49	172	19	407	833	3		21	32	0	199	307	0	271	427		491	766
"AR"	2012	"Sebastian"	"1-J"	134	0	0	0	0	0	8	2	6	0	16	41	3		0	0	0	10	19	0	12	20		22	39
"AR"	2012	"Sebastian"	"1-K"	710	1	0	0	0	1	59	43	68	6	176	343	3		12	13	0	54	107	0	123	200		189	320
"AR"	2012	"Sebastian"	"1-L"	785	0	0	0	0	0	73	20	53	2	148	436	3		7	9	0	130	168	0	161	237		298	414
"AR"	2012	"Sebastian"	"1-M"	22	0	0	0	0	0	0	0	4	0	4	20	3		2	2	0	9	10	0	5	5		16	17
"AR"	2012	"Sebastian"	"2-A"	1497	2	0	4	0	6	185	49	170	6	410	701	3		8	10	0	152	259	0	218	370		378	639
"AR"	2012	"Sebastian"	"2-B"	1242	2	0	1	0	3	184	102	209	14	509	691	3		8	14	0	118	221	0	176	360		302	595
"AR"	2012	"Sebastian"	"2-C"	532	2	0	0	0	2	87	18	50	3	158	303	3		1	3	0	90	115	0	90	164		181	282
"AR"	2012	"Sebastian"	"2-D"	1146	1	0	0	0	1	208	31	117	6	362	557	3		4	7	0	96	156	0	188	334		288	497
"AR"	2012	"Sebastian"	"2-E"	948	0	0	0	0	0	140	49	104	4	297	565	3		15	16	0	123	173	0	195	326		333	515
"AR"	2012	"Sebastian"	"2-F"	712	1	0	0	0	1	118	21	108	7	254	362	3		10	15	0	66	132	0	88	177		164	324
"AR"	2012	"Sebastian"	"2-G"	347	1	0	2	0	3	41	11	42	3	97	189	3		3	6	0	46	72	0	62	98		111	176
"AR"	2012	"Sebastian"	"2-H"	387	1	0	0	0	1	41	14	65	3	123	240	3		5	7	0	62	108	0	73	112		140	227
"AR"	2012	"Sebastian"	"3-A"	1004	0	0	1	0	1	116	20	81	3	220	506	3		6	8	0	127	180	0	198	295		331	483
"AR"	2012	"Sebastian"	"3-B"	1351	0	0	0	0	0	135	23	95	13	266	853	3		27	36	0	245	320	0	347	460		619	816
"AR"	2012	"Sebastian"	"3-C"	386	0	0	0	0	0	32	6	28	2	68	267	3		8	9	0	86	108	0	118	143		212	260
"AR"	2012	"Sebastian"	"3-D"	2175	1	0	1	0	2	253	42	125	4	424	1253	3		10	11	0	265	356	0	628	833		903	1200
"AR"	2012	"Sebastian"	"3-E"	1854	1	0	0	0	1	198	48	118	7	371	1153	3		17	21	0	326	407	0	533	697		876	1125
"AR"	2012	"Sebastian"	"3-F"	1476	1	0	0	0	1	150	36	85	8	279	889	3		16	20	0	187	249	0	441	581		644	850
"AR"	2012	"Sebastian"	"3-G"	1291	0	0	0	0	0	65	30	93	5	193	939	3		32	35	0	413	473	0	333	393		778	901
"AR"	2012	"Sebastian"	"3-H"	1994	0	0	0	0	0	108	46	130	11	295	1415	3		37	45	0	574	650	0	581	686		1192	1381
"AR"	2012	"Sebastian"	"3-I"	137	0	0	0	0	0	4	9	13	0	26	131	3		4	4	0	53	60	0	57	64		114	128
"AR"	2012	"Sebastian"	"3-J"	85	0	0	0	0	0	2	5	8	0	15	72	3		0	0	0	24	28	0	38	41		62	69
"AR"	2012	"Sebastian"	"3-K"	64	0	0	0	0	0	7	2	8	2	19	54	3		2	2	0	22	26	0	20	25		44	53
"AR"	2012	"Sebastian"	"3-L"	2	0	0	0	0	0	0	0	1	0	1	2	3		0	0	0	1	1	0	2	2		3	3
"AR"	2012	"Sebastian"	"3-M"	2	0	0	0	0	0	1	0	0	0	1	2	3		0	0	0	0	1	0	0	1		0	2
"AR"	2012	"Sebastian"	"3-O"	924	0	0	0	0	0	39	20	35	0	94	648	3		12	14	0	285	316	0	281	305		578	635
"AR"	2012	"Sebastian"	"4-A"	726	0	0	0	0	0	67	14	80	6	167	525	3		16	19	0	208	269	0	160	221		384	509
"AR"	2012	"Sebastian"	"4-B"	1228	2	0	0	0	2	92	31	116	5	244	753	3		12	17	0	279	352	0	267	350		558	719
"AR"	2012	"Sebastian"	"4-C"	2813	3	1	1	0	5	245	80	258	17	600	1909	3		36	49	0	671	865	0	696	940		1403	1854
"AR"	2012	"Sebastian"	"4-D"	1578	0	0	0	0	0	105	14	128	17	264	1102	3		44	51	0	439	536	0	390	471		873	1058
"AR"	2012	"Sebastian"	"4-E"	1266	0	0	0	0	0	144	31	79	6	260	741	3		10	14	0	163	216	0	359	484		532	714
"AR"	2012	"Sebastian"	"4-F"	738	0	0	0	0	0	50	20	65	2	137	483	3		9	10	0	198	250	0	160	207		367	467
"AR"	2012	"Sebastian"	"4-G"	2623	2	0	0	0	2	196	57	224	20	497	1785	3		46	54	0	661	816	0	700	848		1407	1718
"AR"	2012	"Sebastian"	"4-H"	1348	1	0	0	0	1	101	36	69	2	208	757	3		4	5	0	193	228	0	394	500		591	733
"AR"	2012	"Sebastian"	"4-I"	351	0	0	0	0	0	25	16	19	2	62	265	3		6	7	0	103	121	0	105	129		214	257
"AR"	2012	"Sebastian"	"4-J"	9	0	0	0	0	0	0	0	0	0	0	4	3		0	0	0	1	1	0	3	3		4	4
"AR"	2012	"Sebastian"	"4-K"	1266	0	1	0	0	1	88	23	86	28	225	897	3		60	75	0	332	396	0	319	397		711	868
"AR"	2012	"Sebastian"	"4-L"	3	0	0	0	0	0	0	0	2	0	2	3	3		0	0	0	0	1	0	1	1		1	2
"AR"	2012	"Sebastian"	"4-N"	954	0	0	0	1	1	126	20	75	6	227	598	3		6	12	0	140	184	0	281	377		427	573
"AR"	2012	"Sebastian"	"9-1A"	194	0	0	0	0	0	17	6	1	0	24	129	4	0	0	0	2	14	16	26	88	116	28	102	132
"AR"	2012	"Sebastian"	"9-1B"	413	0	0	0	0	0	37	14	13	1	65	292	4	1	1	2	14	55	70	43	173	219	58	229	291
"AR"	2012	"Sebastian"	"9-1C"	536	0	0	0	0	0	50	18	16	0	84	394	4	0	7	7	15	60	75	60	238	311	75	305	393
"AR"	2012	"Sebastian"	"9-1D"	1391	0	0	0	0	0	108	0	34	2	144	838	4	2	5	8	27	194	225	89	492	597	118	691	830
"AR"	2012	"Sebastian"	"9-1E"	914	0	0	0	0	0	83	0	28	0	111	661	4	1	8	9	28	162	195	75	371	458	104	541	662
"AR"	2012	"Sebastian"	"9-1F"	78	0	0	0	0	0	12	4	0	0	16	50	3		0	0	0	7	8	0	36	42		43	50
"AR"	2012	"Sebastian"	"9-1G"	122	0	0	0	0	0	10	3	3	0	16	81	3		1	2	0	15	17	0	53	62		69	81
"AR"	2012	"Sebastian"	"9-1H"	136	0	0	0	0	0	11	7	6	0	24	90	3		1	1	0	15	19	0	52	63		68	83
"AR"	2012	"Sebastian"	"9-1I"	737	2	0	0	0	2	88	16	35	1	140	484	3		9	10	0	91	118	0	273	347		373	475
"AR"	2012	"Sebastian"	"9-1K"	667	0	1	0	0	1	64	18	27	10	119	406	3		22	25	0	52	75	0	234	291		308	391
"AR"	2012	"Sebastian"	"9-1M"	6	0	0	0	0	0	0	0	0	0	0	3	3		0	0	0	3	3	0	0	0		3	3
"AR"	2012	"Sebastian"	"9-1N"	305	0	0	0	0	0	22	7	11	0	40	219	4	0	4	4	9	53	62	25	126	156	34	183	222
"AR"	2012	"Sebastian"	"9-1O"	151	0	0	0	0	0	8	4	4	1	17	104	3		1	1	0	43	49	0	42	51		86	101
"AR"	2012	"Sebastian"	"9-2A"	2038	0	1	1	0	2	100	13	160	3	276	1380	3		20	23	0	781	872	0	368	447		1169	1342
"AR"	2012	"Sebastian"	"9-2B"	525	0	0	0	0	0	20	9	47	3	79	325	3		5	8	0	173	202	0	95	104		273	314
"AR"	2012	"Sebastian"	"9-2C"	1954	0	0	2	0	2	56	22	123	7	208	1222	3		25	31	0	671	757	0	355	402		1051	1190
"AR"	2012	"Sebastian"	"9-2D"	242	0	0	0	0	0	3	0	14	2	19	166	3		2	4	0	102	107	0	52	57		156	168
"AR"	2012	"Sebastian"	"9-2E"	25	0	0	0	0	0	1	0	0	0	1	24	3		1	1	0	10	12	0	7	9		18	22
"AR"	2012	"Sebastian"	"9-2F"	426	0	0	0	0	0	18	4	29	1	52	294	3		3	4	0	167	188	0	78	94		248	286
"AR"	2012	"Sebastian"	"9-2G"	362	0	1	0	0	1	37	3	11	2	53	245	4	0	3	3	8	65	76	35	125	165	43	193	244
"AR"	2012	"Sebastian"	"9-2H"	111	0	0	0	0	0	1	0	11	0	12	79	3		2	2	0	37	48	0	25	27		64	77
"AR"	2012	"Sebastian"	"9-2I"	139	0	0	0	0	0	2	0	20	0	22	102	3		1	1	0	61	73	0	23	26		85	100
"AR"	2012	"Sebastian"	"9-2J"	10	0	0	0	0	0	0	0	0	0	0	9	3		0	0	0	5	5	0	4	4		9	9
"AR"	2012	"Sebastian"	"9-2K"	242	0	0	0	0	0	14	5	14	1	34	154	4	1	3	4	15	34	49	18	78	97	34	115	150
"AR"	2012	"Sebastian"	"9-2L"	227	0	0	0	0	0	12	4	9	2	27	149	4	2	0	2	9	40	49	14	82	98	25	122	149
"AR"	2012	"Sebastian"	"9-2M"	1	0	0	0	0	0	0	0	0	0	0	1	3		1	1	0	0	0	0	0	0		1	1
"AR"	2012	"Sebastian"	"9-3A"	430	0	1	0	0	1	42	14	13	3	72	244	3		2	4	0	37	50	0	148	182		187	236
"AR"	2012	"Sebastian"	"9-3B"	690	0	0	0	0	0	46	14	26	0	86	472	3		3	3	0	118	136	0	278	323		399	462
"AR"	2012	"Sebastian"	"9-3C"	686	0	0	0	0	0	76	35	18	1	130	443	3		5	6	0	64	84	0	238	329		307	419
"AR"	2012	"Sebastian"	"9-3D"	142	0	0	0	0	0	14	3	3	0	20	94	3		0	0	0	3	4	0	77	90		80	94
"AR"	2012	"Sebastian"	"9-3E"	330	0	0	0	0	0	34	6	19	0	59	227	4	0	2	2	14	60	74	31	105	145	45	167	221
"AR"	2012	"Sebastian"	"9-3F"	573	0	0	0	0	0	34	11	24	2	71	416	4	3	3	7	16	114	133	42	222	271	61	339	411
"AR"	2012	"Sebastian"	"9-3G"	357	0	0	0	0	0	38	7	10	1	56	191	4	1	0	1	11	27	40	37	109	152	49	136	193
"AR"	2012	"Sebastian"	"9-3H"	293	2	0	0	0	2	31	8	4	0	43	181	4	0	1	1	3	48	51	34	90	127	37	139	179
"AR"	2012	"Sebastian"	"9-3I"	433	0	1	0	0	1	33	17	3	1	54	252	4	0	3	3	2	36	38	36	168	207	38	207	248
"AR"	2012	"Sebastian"	"9-3J"	533	2	1	0	0	3	30	9	17	0	56	361	4	0	5	5	16	88	105	40	209	253	56	302	363
"AR"	2012	"Sebastian"	"9-3K"	380	0	0	0	0	0	50	17	15	1	83	232	4	1	1	2	15	21	36	59	126	194	75	148	232
"AR"	2012	"Sebastian"	"9-3L"	276	0	0	0	0	0	27	4	11	1	43	183	4	0	1	1	11	16	29	28	111	147	39	128	177
"AR"	2012	"Sebastian"	"9-3M"	119	0	0	0	0	0	14	8	2	1	25	78	3		0	1	0	10	13	0	43	61		53	75
"AR"	2012	"Sebastian"	"9-3N"	110	0	0	0	0	0	15	5	2	0	22	67	3		0	0	0	8	8	0	42	55		50	63
"AR"	2012	"Sebastian"	"9-3O"	127	0	1	0	0	1	13	4	4	0	21	84	3		0	0	0	16	17	0	48	62		64	79
"AR"	2012	"Sebastian"	"9-3P"	214	0	0	0	0	0	11	6	7	1	25	156	3		1	1	0	30	40	0	94	109		125	150
"AR"	2012	"Sebastian"	"9-4A"	129	0	0	0	0	0	4	7	3	0	14	92	3		0	0	0	34	39	0	40	52		74	91
"AR"	2012	"Sebastian"	"9-4B"	1249	0	0	0	0	0	68	27	58	3	156	861	3		14	14	0	333	377	0	396	456		743	847
"AR"	2012	"Sebastian"	"9-4C"	1378	1	1	0	0	2	66	40	95	3	204	1039	3		14	18	0	435	492	0	431	502		880	1012
"AR"	2012	"Sebastian"	"9-4D"	80	0	0	0	0	0	4	2	3	0	9	61	3		0	0	0	22	23	0	32	36		54	59
"AR"	2012	"Sebastian"	"9-4E"	88	0	0	0	0	0	0	3	6	0	9	67	3		1	1	0	31	33	0	29	30		61	64
"AR"	2012	"Sebastian"	"9-4F"	53	0	0	0	0	0	4	1	2	0	7	40	4	0	0	0	0	12	12	7	20	28	7	32	40
"AR"	2012	"Sebastian"	"9-4G"	147	0	0	0	0	0	6	4	11	0	21	96	3		2	2	0	42	49	0	39	44		83	95
"AR"	2012	"Sebastian"	"9-4H"	430	0	0	0	0	0	45	6	12	1	64	256	3		4	5	0	42	53	0	149	195		195	253
"AR"	2012	"Sebastian"	"9-4I"	622	1	0	0	0	1	33	11	45	2	91	425	3		4	6	0	181	211	0	153	189		338	406
"AR"	2012	"Sebastian"	"9-4J"	76	0	0	0	0	0	1	2	4	3	10	52	3		4	6	0	25	28	0	15	18		44	52
"AR"	2012	"Sebastian"	"9-4K"	1107	0	0	0	0	0	43	12	69	2	126	637	3		10	10	0	285	340	0	209	259		504	609
"AR"	2012	"Sebastian"	"9-4L"	0	0	0	0	0	0	0	0	0	0	0	0	3		0	0	0	0	0	0	0	0		0	0
"AR"	2012	"Sebastian"	"9-5A"	37	0	0	0	0	0	0	0	2	1	3	7	3		0	0	0	3	3	0	1	1		4	4
"AR"	2012	"Sebastian"	"9-5B"	15	0	0	0	0	0	1	0	0	0	1	4	3		0	0	0	3	3	0	0	0		3	3
"AR"	2012	"Sebastian"	"9-6A"	43	0	0	0	0	0	4	1	4	0	9	28	3		0	0	0	7	10	0	12	16		19	26
"AR"	2012	"Sebastian"	"9-6B"	107	0	0	0	0	0	2	0	1	0	3	84	3		0	0	0	42	44	0	39	41		81	85
"AR"	2012	"Sebastian"	"9-6C"	3	0	0	0	0	0	0	0	1	0	1	3	3		0	0	0	2	2	0	1	1		3	3
"AR"	2012	"Sebastian"	"9-J"	503	0	0	0	0	0	64	21	18	3	106	327	3		11	12	0	52	59	0	187	241		250	312
"AR"	2012	"Sebastian"	"9-L"	655	0	0	0	0	0	89	15	37	1	142	429	3		8	9	0	98	122	0	206	283		312	414
"AR"	2012	"Sevier"	"Bear Creek East/Saline West"	311	0	0	15	15	6	1	2	0	1	1	0	4	0	1	1	21	33	63	52	94	170	73	128	234
"AR"	2012	"Sevier"	"Bear Creek West"	694	4	2	35	0	57	5	7	0	0	2	0	4	3	8	11	55	122	199	84	163	285	142	293	495
"AR"	2012	"Sevier"	"Ben Lomond"	120	0	0	5	8	0	0	3	0	0	0	0	4	1	1	2	7	5	12	20	42	70	28	48	84
"AR"	2012	"Sevier"	"Clear Creek 1"	339	0	0	6	0	20	3	3	0	0	1	0	4	1	8	9	14	36	55	40	111	165	55	155	229
"AR"	2012	"Sevier"	"Clear Creek 2"	1064	5	2	42	4	93	9	11	0	0	3	0	4	6	13	20	68	131	220	121	217	398	195	361	638
"AR"	2012	"Sevier"	"De Queen East"	333	3	0	21	7	32	2	7	0	0	2	0	4	2	6	9	29	34	68	44	43	100	75	83	177
"AR"	2012	"Sevier"	"De Queen North Central"	264	4	1	15	13	21	1	3	0	2	6	0	4	5	4	9	20	37	67	40	38	94	65	79	170
"AR"	2012	"Sevier"	"De Queen Northwest"	560	6	0	50	1	53	2	4	1	0	2	0	4	7	5	14	55	68	138	83	110	213	145	183	365
"AR"	2012	"Sevier"	"De Queen Southwest"	494	3	3	43	45	39	2	7	0	0	2	0	4	4	0	4	50	39	96	87	65	162	141	104	262
"AR"	2012	"Sevier"	"Jefferson"	72	0	0	2	0	4	1	1	0	1	1	0	4	0	0	0	2	5	8	5	31	41	7	36	49
"AR"	2012	"Sevier"	"Mineral"	538	2	2	22	38	15	0	3	0	0	1	0	4	1	9	11	27	71	110	86	119	236	114	199	357
"AR"	2012	"Sevier"	"Monroe"	482	0	1	17	16	34	0	3	0	0	1	0	4	0	5	5	21	57	86	66	152	241	87	214	332
"AR"	2012	"Sevier"	"Paraclifta"	198	0	0	5	3	34	1	1	1	0	0	0	4	0	1	2	8	20	29	53	54	123	61	75	154
"AR"	2012	"Sevier"	"Red Colony"	677	4	0	23	0	73	4	5	0	0	1	0	4	5	6	16	34	56	100	106	200	348	145	262	464
"AR"	2012	"Sevier"	"Saline East"	92	0	0	2	0	5	0	0	0	0	0	0	4	0	0	0	2	5	8	15	30	52	17	35	60
"AR"	2012	"Sevier"	"Washington"	195	1	0	4	1	55	0	0	0	0	0	0	4	1	1	2	3	13	18	50	49	123	54	63	143
"AR"	2012	"Sharp"	"Big Creek"	243	1	0	3	4	20	0	0	1	0	4		1	9	20	31	5	2	9	43	81	126	57	103	166
"AR"	2012	"Sharp"	"Cave"	1395	2	0	16	18	120	5	5	1	0	12		1	45	113	163	19	28	47	209	419	664	273	560	874
"AR"	2012	"Sharp"	"Cherokee"	2973	15	1	21	37	754	0	3	4	2	7		1	344	701	1084	52	78	133	203	353	606	599	1132	1823
"AR"	2012	"Sharp"	"Davidson"	117	0	0	1	1	29	0	0	0	0	1		1	8	23	31	1	1	2	18	40	60	27	64	93
"AR"	2012	"Sharp"	"East Sullivan"	226	0	1	0	1	20	0	0	0	1	1		1	10	18	30	4	4	8	23	94	120	37	116	158
"AR"	2012	"Sharp"	"Hardy"	847	3	2	7	12	151	0	1	4	0	2		1	75	124	216	16	26	43	100	157	269	191	307	528
"AR"	2012	"Sharp"	"Highland"	811	2	1	8	11	184	0	3	3	0	2		1	76	171	257	10	17	28	70	143	225	156	331	510
"AR"	2012	"Sharp"	"Jackson"	206	1	1	4	6	19	0	0	0	0	1		1	14	20	36	5	6	12	25	55	85	44	81	133
"AR"	2012	"Sharp"	"Lave Creek"	216	2	0	5	7	39	0	0	1	0	4		1	13	39	56	2	6	8	19	68	94	34	113	158
"AR"	2012	"Sharp"	"Lower North"	274	3	0	2	5	43	0	0	0	0	3		1	24	40	71	1	3	5	29	65	101	54	108	177
"AR"	2012	"Sharp"	"Morgan"	144	2	0	2	4	18	0	1	0	0	0		1	12	16	30	6	2	8	27	33	64	45	51	102
"AR"	2012	"Sharp"	"North Big Rock"	131	0	0	1	1	10	0	0	0	0	0		1	1	9	11	1	2	3	17	39	59	19	50	73
"AR"	2012	"Sharp"	"North Lebanon"	38	0	0	0	0	6	0	0	0	0	0		1	2	5	8	2	1	3	6	3	10	10	9	21
"AR"	2012	"Sharp"	"North Union"	102	0	1	0	1	15	0	0	0	0	2		1	2	12	15	1	4	5	17	26	43	20	42	63
"AR"	2012	"Sharp"	"Ozark"	458	4	0	3	7	59	2	2	1	0	3		1	31	56	95	10	10	20	48	85	145	89	151	260
"AR"	2012	"Sharp"	"Piney Fork"	642	2	0	12	14	83	1	1	0	0	5		1	45	67	118	6	15	21	94	165	275	145	247	414
"AR"	2012	"Sharp"	"Richwood"	1122	8	0	4	12	331	0	1	12	0	1		1	181	291	488	28	40	68	63	109	185	272	440	741
"AR"	2012	"Sharp"	"Scott"	229	1	0	2	3	24	0	1	0	0	2		1	4	23	28	2	3	5	34	79	118	40	105	151
"AR"	2012	"Sharp"	"South Big Rock"	104	0	0	1	1	14	0	0	0	0	1		1	8	14	23	1	2	3	15	27	42	24	43	68
"AR"	2012	"Sharp"	"South Lebanon"	86	2	0	0	2	8	0	0	0	0	0		1	9	8	17	2	0	2	9	29	39	20	37	58
"AR"	2012	"Sharp"	"South Union"	192	1	0	1	2	30	0	0	1	0	2		1	13	28	43	5	2	8	24	50	79	42	80	130
"AR"	2012	"Sharp"	"Strawberry"	107	0	0	0	0	15	2	2	3	0	0		1	8	15	25	0	0	0	26	36	62	34	51	87
"AR"	2012	"Sharp"	"Upper North"	151	0	0	2	2	13	1	1	1	0	1		1	7	10	17	8	1	9	19	50	74	34	61	100
"AR"	2012	"Sharp"	"Washington-1"	136	1	0	2	3	13	0	0	0	0	0		1	8	12	21	2	1	3	30	22	55	40	35	79
"AR"	2012	"Sharp"	"Washington-2"	0	0	0	0	0	1	0	0	0	0	0		1	0	2	2	0	0	0	8	20	29	8	22	31
"AR"	2012	"Sharp"	"West Sullivan"	263	1	0	1	2	10	2	2	0	0	2		1	6	10	16	1	3	7	57	99	163	64	112	186
"AR"	2012	"StFrancis"	"Bonair"	0	0	0	0	0	0	1	1	0	2	0	39	1	1	4	5	36	70	114	42	124	170	79	198	289
"AR"	2012	"StFrancis"	"Caldwell"	0	0	0	0	0	2	2	4	0	0	0	26	1	4	2	6	27	59	88	54	134	199	85	195	293
"AR"	2012	"StFrancis"	"Colt"	0	1	1	0	0	2	2	4	0	0	0	87	1	9	6	15	88	61	160	167	204	383	264	271	558
"AR"	2012	"StFrancis"	"Courthouse East & West"	0	0	0	0	0	0	2	6	0	1	0	69	1	10	7	19	62	92	163	31	74	107	103	173	289
"AR"	2012	"StFrancis"	"FC Ward 1"	0	0	1	0	0	0	0	0	0	0	0	252	1	51	3	56	449	26	499	290	14	323	790	43	878
"AR"	2012	"StFrancis"	"FC Ward 2"	0	0	2	0	1	0	1	2	1	0	0	275	1	86	6	93	448	48	521	316	24	350	850	78	964
"AR"	2012	"StFrancis"	"FC Ward 3"	0	0	0	0	0	0	1	2	0	1	0	167	1	20	12	32	295	237	544	244	165	424	559	414	1000
"AR"	2012	"StFrancis"	"FC Ward 4"	0	0	2	0	0	1	0	6	0	1	0	165	1	22	9	31	284	173	468	193	122	333	499	304	832
"AR"	2012	"StFrancis"	"Heth/Blackfish"	0	0	0	0	0	1	2	2	0	0	0	4	1	2	1	3	4	3	7	49	91	144	55	95	154
"AR"	2012	"StFrancis"	"Hughes"	0	0	0	0	0	0	1	2	0	0	0	9	1	6	10	16	37	39	78	380	139	543	423	188	637
"AR"	2012	"StFrancis"	"Madison"	0	0	0	0	0	0	0	1	0	0	0	78	1	25	0	26	110	15	136	149	10	168	284	25	330
