state	year	county	precinct	g2012_REG_tv	g2012_USP_adv	g2012_USP_arv	g2012_USP_atv	g2012_USP_dv	g2012_USP_edv	g2012_USP_erv	g2012_USP_etv	g2012_USP_ldv	g2012_USP_lrv	g2012_USP_ltv	g2012_USP_pdv	g2012_USP_prv	g2012_USP_ptv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_lrv	g2012_USH_arv	g2012_USH_erv	g2012_USH_prv	g2012_USH_rv	g2012_USH_ldv	g2012_USH_adv	g2012_USH_edv	g2012_USH_pdv	g2012_USH_dv	g2012_USH_tv	cd2	g2012_REG_tv2	g2012_USH_lrv2	g2012_USH_arv2	g2012_USH_erv2	g2012_USH_prv2	g2012_USH_rv2	g2012_USH_ldv2	g2012_USH_adv2	g2012_USH_edv2	g2012_USH_pdv2	g2012_USH_dv2	g2012_USH_tv2	cd3	g2012_REG_tv3	g2012_USH_lrv3	g2012_USH_arv3	g2012_USH_erv3	g2012_USH_prv3	g2012_USH_rv3	g2012_USH_ldv3	g2012_USH_adv3	g2012_USH_edv3	g2012_USH_pdv3	g2012_USH_dv3	g2012_USH_tv3	cd4	g2012_REG_tv4	g2012_USH_lrv4	g2012_USH_arv4	g2012_USH_erv4	g2012_USH_prv4	g2012_USH_rv4	g2012_USH_ldv4	g2012_USH_adv4	g2012_USH_edv4	g2012_USH_pdv4	g2012_USH_dv4	g2012_USH_tv4	ld	g2012_STH_lrv	g2012_STH_arv	g2012_STH_erv	g2012_STH_prv	g2012_STH_rv	g2012_STH_ldv	g2012_STH_adv	g2012_STH_edv	g2012_STH_pdv	g2012_STH_dv	g2012_STH_tv	ld2	g2012_STH_lrv2	g2012_STH_arv2	g2012_STH_erv2	g2012_STH_prv2	g2012_STH_rv2	g2012_STH_ldv2	g2012_STH_adv2	g2012_STH_edv2	g2012_STH_pdv2	g2012_STH_dv2	g2012_STH_tv2	ld3	g2012_STH_lrv3	g2012_STH_arv3	g2012_STH_erv3	g2012_STH_prv3	g2012_STH_rv3	g2012_STH_ldv3	g2012_STH_adv3	g2012_STH_edv3	g2012_STH_pdv3	g2012_STH_dv3	g2012_STH_tv3	sd	g2012_STS_lrv	g2012_STS_arv	g2012_STS_erv	g2012_STS_prv	g2012_STS_rv	g2012_STS_ldv	g2012_STS_adv	g2012_STS_edv	g2012_STS_pdv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_lrv2	g2012_STS_arv2	g2012_STS_erv2	g2012_STS_prv2	g2012_STS_rv2	g2012_STS_ldv2	g2012_STS_adv2	g2012_STS_edv2	g2012_STS_pdv2	g2012_STS_dv2	g2012_STS_tv2	sd3	g2012_STS_lrv3	g2012_STS_arv3	g2012_STS_erv3	g2012_STS_prv3	g2012_STS_rv3	g2012_STS_ldv3	g2012_STS_adv3	g2012_STS_edv3	g2012_STS_pdv3	g2012_STS_dv3	g2012_STS_tv3
"GA"	2012	"Clayton"	"FOREST PARK 2"	2202	21	20	41	1000	423	76	502	555	138	702	1	0	1	234	1246	5	130	19	66	0	215	538	23	414	1	976	1191																																								60						615	34	432	1	1082	1082																									34						609	33	436	1	1079	1079																								
"GA"	2012	"Clayton"	"FOREST PARK 3"	2048	44	12	56	850	343	102	445	463	136	600	0	0	0	250	1101	5	114	10	76	0	200	437	44	331	0	812	1012																																								74						471	41	354	0	866	866																									34						463	41	353	0	857	857																								
"GA"	2012	"Clayton"	"FOREST PARK 4"	1588	12	25	40	621	293	145	440	316	158	482	0	0	0	328	962	5	144	29	127	0	300	303	9	291	0	603	903																																								74						370	25	344	0	739	739																									34						379	25	343	0	747	747																								
"GA"	2012	"Clayton"	"FOREST PARK 5"	3173	27	12	40	1286	598	136	737	661	168	838	0	0	0	316	1615	5	148	14	132	0	294	635	25	575	0	1235	1529																																								74						699	30	624	0	1353	1353																									34						700	31	620	0	1351	1351																								
"GA"	2012	"Clayton"	"FOREST PARK 6"	1230	17	8	25	497	247	108	356	233	103	339	0	1	1	220	721	5	90	8	91	1	190	222	15	252	0	489	679																																								74						261	18	280	1	560	560																									34						263	20	278	1	562	562																								
"GA"	2012	"Clayton"	"JONESBORO 1"	4045	73	22	96	2371	1353	124	1480	944	71	1021	1	0	1	217	2598	13	65	23	119	0	207	906	63	1324	0	2293	2500																																								75						931	73	1363	0	2367	2367																									34						920	74	1362	0	2356	2356																								
"GA"	2012	"Clayton"	"JONESBORO 10"	2795	35	6	41	1381	655	81	739	691	90	787	0	0	0	177	1567	13	80	8	73	0	161	674	32	641	0	1347	1508																																								75						701	37	653	0	1391	1391																									34						695	34	647	0	1376	1376																								
"GA"	2012	"Clayton"	"JONESBORO 11"	3305	54	36	91	1670	978	310	1296	638	268	916	0	0	0	614	2303	13	226	32	267	0	525	647	58	994	0	1699	2224																																								75						493	58	686	0	1237	1237	78						263	12	420	0	695	695													44						752	68	1103	0	1923	1923																								
"GA"	2012	"Clayton"	"JONESBORO 12"	2429	29	11	40	1359	743	52	795	585	53	639	2	0	2	116	1476	13	53	12	50	0	115	566	28	726	2	1322	1437																																								77						574	32	726	2	1334	1334																									34						576	33	732	2	1343	1343																								
"GA"	2012	"Clayton"	"JONESBORO 13"	1426	16	13	29	840	488	79	567	336	103	442	0	0	0	195	1038	13	92	11	68	0	171	336	18	483	0	837	1008																																								75						381	24	510	0	915	915																									44						375	22	512	0	909	909																								
"GA"	2012	"Clayton"	"JONESBORO 14"	3739	60	88	148	1786	1193	555	1754	533	344	885	0	0	0	987	2787	13	286	81	491	0	858	559	64	1207	0	1830	2688																																								78						672	88	1390	0	2150	2150																									44						702	96	1438	0	2236	2236																								
"GA"	2012	"Clayton"	"JONESBORO 15"	2562	9	7	16	1125	606	88	698	510	53	565	0	0	0	148	1279	13	57	5	77	0	139	479	9	603	0	1091	1230																																								77						494	13	625	0	1132	1132																									34						503	13	627	0	1143	1143																								
"GA"	2012	"Clayton"	"JONESBORO 16"	1884	15	7	22	978	471	40	514	491	97	595	1	0	1	144	1132	13	88	7	36	0	131	484	15	464	1	964	1095																																								77						515	20	463	0	998	998																									34						506	20	467	0	993	993																								
"GA"	2012	"Clayton"	"JONESBORO 17"	3969	51	10	61	2259	1276	89	1367	932	77	1011	0	0	0	176	2439	13	74	8	89	0	171	892	52	1239	0	2183	2354																																								75						919	52	1229	0	2200	2200																									34						916	55	1238	0	2209	2209																								
"GA"	2012	"Clayton"	"JONESBORO 18"	2644	30	26	56	1401	805	128	936	566	90	664	0	0	0	244	1656	13	88	18	117	0	223	544	34	784	0	1362	1585																																								75						575	41	837	0	1453	1453																									44						575	45	819	0	1439	1439																								
"GA"	2012	"Clayton"	"JONESBORO 2"	3722	60	6	66	2179	1324	47	1374	795	39	837	0	0	0	92	2277	13	36	5	61	0	102	764	59	1265	0	2088	2190																																								77						772	59	1262	0	2093	2093																									34						771	56	1264	0	2091	2091																								
"GA"	2012	"Clayton"	"JONESBORO 3"	3323	61	25	86	1738	1106	207	1321	571	162	741	0	0	0	394	2148	13	139	23	175	0	337	565	64	1110	0	1739	2076																																								75						565	62	1066	0	1693	1693	78						51	10	92	0	153	153													44						633	73	1150	0	1856	1856																								
"GA"	2012	"Clayton"	"JONESBORO 4"	2041	21	13	34	882	451	89	543	410	85	499	0	0	0	187	1076	13	74	11	72	0	157	406	20	446	0	872	1029																																								75						436	23	477	0	936	936																									34						426	23	473	0	922	922																								
"GA"	2012	"Clayton"	"JONESBORO 5"	1763	36	22	58	839	480	115	595	323	192	524	0	0	0	329	1177	13	155	16	94	0	265	330	39	476	0	845	1110																																								78						409	43	501	0	953	953																									44						416	44	517	0	977	977																								
"GA"	2012	"Clayton"	"JONESBORO 6"	2224	47	107	157	696	414	514	936	235	352	598	0	0	0	973	1691	13	297	94	437	0	828	269	54	452	0	775	1603																																								78						379	86	596	0	1061	1061																									44						398	82	643	0	1123	1123																								
"GA"	2012	"Clayton"	"JONESBORO 7"	2771	45	35	80	1465	889	241	1135	529	126	659	2	0	2	402	1876	13	117	28	211	0	356	508	49	883	2	1442	1798																																								75						569	58	995	0	1622	1622																									44						556	56	965	1	1578	1578																								
"GA"	2012	"Clayton"	"JONESBORO 8"	3312	43	13	56	1634	812	65	880	779	60	844	0	0	0	138	1780	5	66	10	70	0	146	741	44	781	0	1566	1712																																								78						779	43	810	0	1632	1632																									44						773	47	815	0	1635	1635																								
"GA"	2012	"Clayton"	"JONESBORO 9"	1290	10	4	15	489	255	60	316	224	80	306	0	0	0	144	637	13	66	1	52	0	119	221	10	255	0	486	605																																								77						240	9	267	0	516	516																									34						242	10	263	0	515	515																								
"GA"	2012	"Clayton"	"LAKE CITY"	2554	26	8	34	1175	613	92	711	536	81	622	0	0	0	181	1367	5	75	7	86	0	168	518	26	583	0	1127	1295																																								74						373	11	311	0	695	695	76						183	16	286	0	485	485													44						554	28	603	0	1185	1185																								
"GA"	2012	"Clayton"	"LOVEJOY 1"	3141	50	24	74	1722	1055	182	1242	617	154	779	0	0	0	360	2095	13	130	22	165	0	317	614	51	1038	0	1703	2020																																								75						610	54	993	0	1657	1657	78						51	4	92	0	147	147													44						667	57	1084	0	1808	1808																								
"GA"	2012	"Clayton"	"LOVEJOY 2"	2696	36	16	52	1482	991	106	1099	455	76	536	0	0	0	198	1687	13	86	17	103	0	206	425	35	960	0	1420	1626																																								78						467	43	989	0	1499	1499																									44						468	46	974	0	1488	1488																								
"GA"	2012	"Clayton"	"LOVEJOY 3"	5009	81	39	121	2535	1636	396	2039	818	205	1026	0	0	0	640	3186	13	175	33	376	0	584	797	82	1593	0	2472	3056																																								78						872	84	1737	0	2693	2693																									44						871	86	1748	0	2705	2705																								
"GA"	2012	"Clayton"	"LOVEJOY 4"	3473	53	9	62	2100	1469	146	1617	577	82	663	1	0	1	237	2343	13	76	11	141	0	228	562	49	1423	1	2035	2263																																								78						589	49	1475	1	2114	2114																									44						587	50	1496	1	2134	2134																								
"GA"	2012	"Clayton"	"LOVEJOY 5"	2633	28	6	34	1449	908	81	990	513	64	578	0	0	0	151	1602	13	61	5	76	0	142	501	27	893	0	1421	1563																																								75						401	21	659	0	1081	1081	78						123	9	240	0	372	372													44						518	29	906	0	1453	1453																								
"GA"	2012	"Clayton"	"MORROW 1"	2561	31	18	49	1364	624	60	684	709	75	791	0	0	0	153	1524	5	82	15	53	0	150	677	32	607	0	1316	1466																																								76						706	40	620	0	1366	1366																									44						712	40	622	0	1374	1374																								
"GA"	2012	"Clayton"	"MORROW 2"	1781	13	28	41	631	366	261	632	251	154	406	1	0	1	443	1080	5	131	24	233	0	388	241	17	357	1	616	1004																																								74						287	24	459	1	771	771																									44						290	21	479	1	791	791																								
"GA"	2012	"Clayton"	"MORROW 3"	3900	51	42	93	1948	1087	161	1254	810	162	980	0	0	0	365	2327	5	154	33	152	0	339	780	57	1059	0	1896	2235																																								76						847	66	1108	0	2021	2021																									44						846	69	1116	0	2031	2031																								
"GA"	2012	"Clayton"	"MORROW 4"	1759	19	18	37	790	426	122	549	345	102	452	0	0	0	242	1038	5	101	14	112	0	227	327	19	416	0	762	989																																								75						379	25	482	0	886	886																									44						383	23	482	0	888	888																								
"GA"	2012	"Clayton"	"MORROW 5"	4066	73	28	101	2427	1747	316	2072	607	98	711	0	0	0	442	2884	5	97	30	304	0	431	585	69	1696	0	2350	2781																																								76						626	77	1781	0	2484	2484																									44						629	78	1818	0	2525	2525																								
"GA"	2012	"Clayton"	"MORROW 6"	2408	28	19	47	1287	738	150	891	521	101	624	0	0	0	270	1562	5	95	19	132	0	246	490	26	727	0	1243	1489																																								76						527	31	754	0	1312	1312																									44						527	33	780	0	1340	1340																								
"GA"	2012	"Clayton"	"MORROW 7"	1842	27	11	38	848	391	95	491	428	105	537	2	0	3	211	1069	5	93	10	79	0	182	404	26	397	1	828	1010																																								75						454	31	435	1	921	921																									44						458	29	430	2	919	919																								
"GA"	2012	"Clayton"	"MORROW 8"	2419	37	3	40	1561	1061	65	1130	463	44	509	0	0	0	112	1679	5	50	3	64	0	117	440	37	1043	0	1520	1637																																								76						459	37	1024	0	1520	1520																									44						461	37	1044	0	1542	1542																								
"GA"	2012	"Clayton"	"MORROW 9"	1275	16	10	26	650	390	67	457	244	56	304	0	0	0	133	787	5	52	7	60	0	119	231	20	371	0	622	741																																								78						258	18	392	0	668	668																									44						250	20	402	0	672	672																								
"GA"	2012	"Clayton"	"OAK 1"	2110	18	1	19	1119	431	15	446	670	9	679	0	0	0	25	1144	5	22	1	13	0	36	633	18	418	0	1069	1105																																								60						631	19	418	0	1068	1068																									34						633	19	423	0	1075	1075																								
"GA"	2012	"Clayton"	"OAK 2"	1552	11	3	14	628	243	18	261	374	18	394	0	0	0	39	669	5	22	3	17	0	42	353	11	231	0	595	637																																								60						349	12	235	0	596	596																									34						353	12	237	0	602	602																								
"GA"	2012	"Clayton"	"OAK 3"	3893	39	0	39	1935	946	24	970	948	28	977	2	0	2	52	1988	5	43	0	29	0	72	880	38	918	2	1838	1910																																								74						890	36	900	0	1826	1826																									34						886	36	898	1	1821	1821																								
"GA"	2012	"Clayton"	"OAK 4"	3059	28	3	31	1659	851	32	884	780	19	801	0	0	0	54	1716	5	33	2	36	0	71	744	25	826	0	1595	1666																																								74						756	24	813	0	1593	1593																									34						751	26	815	0	1592	1592																								
"GA"	2012	"Clayton"	"PANHANDLE 1"	2584	60	16	77	1569	959	129	1089	550	101	653	0	0	0	246	1819	13	79	17	117	0	213	543	58	950	0	1551	1764																																								63						576	64	990	0	1630	1630																									44						565	65	990	0	1620	1620																								
"GA"	2012	"Clayton"	"PANHANDLE 2"	2330	27	36	65	1106	727	292	1024	352	217	573	0	0	0	545	1662	13	180	33	258	0	471	366	32	730	0	1128	1599																																								63						432	48	846	0	1326	1326																									44						437	47	841	0	1325	1325																								
"GA"	2012	"Clayton"	"RIVERDALE 1"	2090	35	12	47	1408	924	68	993	449	28	477	0	0	0	108	1517	13	33	13	63	0	109	426	33	892	0	1351	1460																																								74						437	39	904	0	1380	1380																									34						438	40	910	0	1388	1388																								
"GA"	2012	"Clayton"	"RIVERDALE 10"	2667	14	1	15	1263	628	13	642	621	13	634	0	0	0	27	1291	13	20	1	15	0	36	586	14	601	0	1201	1237																																								74						591	14	600	0	1205	1205																									34						586	15	601	0	1202	1202																								
"GA"	2012	"Clayton"	"RIVERDALE 11"	1679	34	4	38	1119	657	41	699	427	25	453	1	0	1	70	1191	13	21	3	40	0	64	419	33	644	0	1096	1160																																								74						413	29	630	1	1073	1073																									34						411	32	632	1	1076	1076																								
"GA"	2012	"Clayton"	"RIVERDALE 12"	2657	69	13	82	1686	959	41	1002	658	54	714	0	0	0	108	1798	13	49	11	43	0	103	626	66	944	0	1636	1739	5	2657	0	1	0	0	1	0	1	0	0	1	2																											77						625	62	930	0	1617	1617																									34						632	60	934	0	1626	1626																								
"GA"	2012	"Clayton"	"RIVERDALE 2"	2986	47	1	48	1691	936	28	965	707	35	746	1	0	1	64	1760	13	37	2	34	0	73	678	44	898	1	1621	1694																																								77						678	44	895	1	1618	1618																									34						681	45	905	1	1632	1632																								
"GA"	2012	"Clayton"	"RIVERDALE 3"	3164	52	8	60	1849	1057	40	1099	740	42	785	0	1	1	91	1945	13	37	7	41	0	85	721	50	1028	0	1799	1884																																								74						725	52	1017	0	1794	1794																									34						721	52	1010	0	1783	1783																								
"GA"	2012	"Clayton"	"RIVERDALE 4"	3900	51	20	71	2047	1074	123	1201	922	81	1004	0	0	0	224	2276	13	77	16	113	0	206	877	54	1035	0	1966	2172																																								77						894	61	1066	0	2021	2021																									34						909	60	1074	0	2043	2043																								
"GA"	2012	"Clayton"	"RIVERDALE 5"	2582	30	7	38	1557	909	47	958	618	41	660	0	0	0	95	1656	13	41	6	43	0	90	597	29	879	0	1505	1595																																								77						605	28	871	0	1504	1504																									34						602	28	873	0	1503	1503																								
"GA"	2012	"Clayton"	"RIVERDALE 6"	3061	40	23	64	1338	595	110	710	703	109	819	0	0	0	242	1593	13	102	19	93	0	214	679	43	594	0	1316	1530																																								77						719	51	620	0	1390	1390																									34						718	49	628	0	1395	1395																								
"GA"	2012	"Clayton"	"RIVERDALE 7"	2311	20	5	26	962	434	62	500	506	76	584	2	0	2	143	1112	13	74	5	53	0	132	479	20	430	2	931	1063																																								77						502	22	439	0	963	963																									34						512	22	441	1	976	976																								
"GA"	2012	"Clayton"	"RIVERDALE 8"	2413	50	15	66	1553	950	101	1052	553	57	611	0	0	0	173	1729	13	60	13	90	0	163	522	52	940	0	1514	1677																																								74						543	54	942	0	1539	1539																									34						537	54	960	0	1551	1551																								
"GA"	2012	"Clayton"	"RIVERDALE 9"	2393	34	7	41	1362	697	73	773	631	72	706	0	0	0	152	1520	13	71	6	62	0	139	599	35	692	0	1326	1465																																								77						611	34	702	0	1347	1347																									34						616	34	703	0	1353	1353																								
"GA"	2012	"Clinch"	"Arabia"	100	0	1	1	6	1	6	7	5	54	59	0	0	0	61	67	1	51	1	6	0	58	3	0	0	0	3	61																																								174	47	1	4	0	52	6	0	1	0	7	59																									8	47	1	4	0	52	7	0	1	0	8	60																								
"GA"	2012	"Clinch"	"Argyle"	324	2	4	6	48	9	54	64	37	101	142	0	0	0	159	212	1	96	3	52	0	151	31	1	7	0	39	190																																								174	86	3	45	0	134	39	2	12	0	53	187																									8	87	3	46	0	136	36	2	10	0	48	184																								
"GA"	2012	"Clinch"	"Dupont"	246	0	1	1	73	14	23	37	59	85	144	0	0	0	109	182	1	82	1	22	0	105	40	0	12	0	52	157																																								174	77	1	21	0	99	45	0	13	0	58	157																									8	80	1	21	0	102	45	0	13	0	58	160																								
"GA"	2012	"Clinch"	"Fargo"	245	1	4	5	32	5	10	15	26	112	140	0	0	0	126	160	1	104	3	7	0	114	23	0	5	0	28	142																																								174	100	3	9	0	112	20	1	3	0	24	136																									8	93	4	8	0	105	19	0	4	0	23	128																								
"GA"	2012	"Clinch"	"Homerville"	2711	25	68	95	693	293	622	922	375	453	834	0	0	0	1143	1851	1	500	73	611	0	1184	238	21	198	0	457	1641																																								174	443	68	569	0	1080	283	25	236	0	544	1624																									8	435	69	589	0	1093	291	23	218	0	532	1625																								
"GA"	2012	"Cobb"	"Acworth 1A"	4017	45	116	162	1226	532	568	1105	643	951	1625	6	0	6	1635	2898	11	972	118	560	0	1650	574	39	512	4	1129	2779																																								35	1218	125	739	2	2084			0			2084																									37	1219	125	740	2	2086			0			2086																								
"GA"	2012	"Cobb"	"Acworth 1B"	3674	54	131	189	941	320	512	837	566	893	1491	1	1	3	1537	2520	11	880	126	500	1	1507	539	56	305	1	901	2408																																								35	1133	143	599	1	1876			0			1876																									37	1135	146	590	1	1872			0			1872																								
"GA"	2012	"Cobb"	"Acworth 1C"	3700	44	82	127	1300	485	352	845	766	782	1587	5	2	7	1218	2566	11	787	83	350	2	1222	724	42	455	5	1226	2448																																								35	1135	103	516	3	1757			0			1757																									37	1133	98	521	3	1755			0			1755																								
"GA"	2012	"Cobb"	"Addison 01"	1902	25	79	107	500	136	292	432	338	600	965	1	0	3	971	1507	6	606	78	289	2	975	312	23	129	0	464	1439																																								44	731	91	338	2	1162			0			1162																									32	716	86	331	2	1135			0			1135																								
"GA"	2012	"Cobb"	"Austell 1A"	3439	64	51	117	1883	877	174	1054	938	326	1282	4	0	4	551	2457	13	295	44	157	0	496	923	71	865	4	1863	2359																																								39						1055	86	915	4	2060	2060																									33						1057	92	923	4	2076	2076																								
"GA"	2012	"Cobb"	"Baker 01"	3589	50	91	143	1133	395	315	717	685	973	1699	3	0	3	1379	2562	11	1004	90	319	0	1413	616	47	370	3	1036	2449																																								35	1283	108	443	0	1834			0			1834																									37	1277	107	443	0	1827			0			1827																								
"GA"	2012	"Cobb"	"Bells Ferry 02"	2592	32	114	147	741	234	321	557	472	737	1249	3	0	3	1172	1956	6	748	113	313	0	1174	432	30	220	3	685	1859																																								44	925	112	384	1	1422			0			1422																									32	937	111	386	1	1435			0			1435																								
"GA"	2012	"Cobb"	"Bells Ferry 03"	4918	71	199	272	1123	399	872	1293	648	1252	1988	5	3	10	2326	3563	6	1244	191	880	2	2317	635	57	370	7	1069	3386																																								44	951	144	647	2	1744			0			1744	46	427	46	284	2	759	264	23	153	2	442	1201													14	957	143	649	1	1750			0			1750	32	549	56	341	2	948			0			948												
"GA"	2012	"Cobb"	"Big Shanty 01"	2247	24	71	98	522	141	266	410	357	623	1014	0	1	1	961	1523	11	618	71	266	1	956	355	22	134	0	511	1467																																								34	671	50	274	1	996			0			996	35	93	28	48	0	169			0			169	44	0	0	0	0	0			0			0	37	769	81	325	1	1176			0			1176																								
"GA"	2012	"Cobb"	"Big Shanty 02"	2630	60	108	169	642	185	324	514	397	874	1298	0	1	1	1307	1982	11	881	101	320	1	1303	362	56	173	0	591	1894																																								44	1008	108	379	0	1495			0			1495																									14	1016	108	386	0	1510			0			1510																								
"GA"	2012	"Cobb"	"Birney 01"	1982	32	79	111	766	283	188	476	446	382	841	5	2	7	651	1435	13	343	72	174	0	589	448	35	285	4	772	1361																																								38						595	68	340	2	1005	1005																									33						601	77	351	4	1033	1033																								
"GA"	2012	"Cobb"	"Birney 02"	3130	73	144	221	1198	536	393	932	586	616	1229	3	1	4	1154	2386	13	542	121	357	0	1020	616	79	535	3	1233	2253																																								38						858	120	651	2	1631	1631																									38						847	118	628	1	1594	1594																								
"GA"	2012	"Cobb"	"Blackwell 01"	2012	29	74	103	558	184	317	503	344	544	926	1	4	5	939	1537	6	539	73	307	3	922	325	26	175	0	526	1448																																								44	693	73	356	2	1124			0			1124																									32	691	74	361	2	1128			0			1128																								
"GA"	2012	"Cobb"	"Bryant 01"	1637	35	5	43	1243	808	41	851	400	27	427	0	0	0	73	1321	13	27	7	43	0	77	385	34	789	0	1208	1285																																								39						389	38	803	0	1230	1230																									38						374	34	774	0	1182	1182																								
"GA"	2012	"Cobb"	"Bryant 02"	4168	71	7	79	2500	1309	41	1353	1111	66	1189	9	0	9	114	2630	13	68	6	45	0	119	1079	69	1254	8	2410	2529																																								39						1107	68	1258	7	2440	2440																									38						1078	68	1225	6	2377	2377																								
"GA"	2012	"Cobb"	"Chalker 01"	3399	47	101	152	976	362	334	708	566	723	1336	1	2	4	1160	2200	11	733	99	339	0	1171	543	48	337	2	930	2101																																								44	982	112	458	1	1553			0			1553																									37	990	112	469	0	1571			0			1571																								
"GA"	2012	"Cobb"	"Chattahoochee 01"	4554	104	69	180	1995	780	230	1019	1105	578	1728	6	4	10	881	2937	6	309	35	128	2	474	522	54	417	2	995	1469	11	4554	301	38	112	0	451	499	40	319	4	862	1313																											43	1092	113	570	5	1780			0			1780	42						0	0	0	0	0	0													6	559	67	221	1	848	1081	100	754	6	1941	2789																								
"GA"	2012	"Cobb"	"Cheatham Hill 02"	2548	31	117	152	530	213	456	672	286	902	1219	0	1	1	1476	2044	11	899	117	450	1	1467	274	30	202	0	506	1973																																								34	979	128	501	0	1608			0			1608																									37	988	130	511	1	1630			0			1630																								
"GA"	2012	"Cobb"	"Cheatham Hill 03"	3323	56	149	209	912	402	668	1077	453	927	1415	1	1	2	1745	2703	11	931	145	669	0	1745	442	54	387	1	884	2629																																								37	671	110	513	0	1294	285	35	231	0	551	1845	41	246	37	150	0	433	146	14	144	0	304	737													37	1122	159	786	0	2067			0			2067																								
"GA"	2012	"Cobb"	"Chestnut Ridge 01"	2856	51	150	205	540	93	344	444	394	1221	1652	2	0	2	1715	2303	6	1237	156	347	1	1741	366	45	83	1	495	2236																																								45	1363	152	367	2	1884			0			1884																									32	1355	152	358	1	1866			0			1866																								
"GA"	2012	"Cobb"	"Clarkdale 01"	1412	15	60	76	532	219	130	350	295	272	582	3	0	3	462	1011	13	243	52	118	0	413	321	20	222	3	566	979																																								38						268	36	135	1	440	440	39						155	8	137	1	301	301													33						448	49	280	3	780	780																								
"GA"	2012	"Cobb"	"Clarkdale 02"	3968	60	96	157	1956	777	274	1056	1115	658	1796	4	0	4	1028	3013	13	596	92	262	0	950	1117	58	767	4	1946	2896																																								61						1101	87	722	3	1913	1913	39						287	18	139	1	445	445													33						1431	112	868	4	2415	2415																								
"GA"	2012	"Cobb"	"Cooper 01"	3808	66	110	179	1955	918	273	1193	960	345	1317	11	2	13	730	2702	13	317	97	243	1	658	936	79	908	11	1934	2592																																								38						1092	124	976	10	2202	2202																									33						1083	136	994	10	2223	2223																								
"GA"	2012	"Cobb"	"Davis 01"	1777	35	60	96	423	104	180	285	283	700	1012	1	1	2	941	1395	6	712	62	178	1	953	261	28	88	0	377	1330																																								46	685	60	178	1	924	254	27	86	0	367	1291																									32	795	67	206	1	1069			0			1069																								
"GA"	2012	"Cobb"	"Dickerson 01"	2569	40	131	174	601	136	299	435	424	970	1421	1	3	4	1403	2034	6	1002	124	295	2	1423	356	37	121	2	516	1939																																								45	1121	122	317	3	1563			0			1563																									32	1125	124	324	3	1576			0			1576																								
"GA"	2012	"Cobb"	"Dobbins 01"	2860	80	44	124	1508	554	108	663	850	199	1068	24	6	30	357	1885	11	214	46	121	3	384	814	73	508	23	1418	1802																																								42						926	102	564	24	1616	1616																									6	205	39	107	4	355	822	78	518	21	1439	1794	33						0	0	0	0	0	0												
"GA"	2012	"Cobb"	"Dodgen 01"	1920	27	101	132	379	82	252	337	270	729	1019	0	1	1	1083	1489	6	736	101	258	1	1096	245	22	71	0	338	1434																																								45	853	93	271	1	1218			0			1218																									32	845	94	266	1	1206			0			1206																								
"GA"	2012	"Cobb"	"Dowell 01"	2725	59	109	170	811	338	472	816	413	734	1177	1	1	2	1316	2165	11	740	113	484	1	1338	392	50	306	0	748	2086																																								37	729	107	473	1	1310	389	49	309	0	747	2057																									37	901	122	585	1	1609			0			1609																								
"GA"	2012	"Cobb"	"Durham 01"	3453	46	196	244	534	168	624	796	320	1366	1706	0	1	1	2187	2747	11	1357	191	618	1	2167	292	36	165	0	493	2660																																								35	823	111	330	1	1265			0			1265	36	655	78	314	0	1047			0			1047													37	1477	194	647	1	2319			0			2319																								
"GA"	2012	"Cobb"	"East Piedmont 01"	1975	25	54	80	640	223	194	422	389	522	933	3	2	5	772	1440	11	407	47	147	0	601	323	20	193	0	536	1137	6	1975	113	6	52	0	171	37	3	16	0	56	227																											37	522	52	191	1	766	349	25	209	1	584	1350																									37	298	30	138	0	466			0			466	33						311	22	117	1	451	451												
"GA"	2012	"Cobb"	"Eastside 01"	2616	42	128	170	556	123	364	493	390	1011	1437	1	1	3	1504	2103	6	1037	132	363	0	1532	360	31	113	1	505	2037																																								43	1154	131	398	1	1684			0			1684																									32	1153	131	399	1	1684			0			1684																								
"GA"	2012	"Cobb"	"Eastside 02"	3580	75	180	260	859	216	575	795	567	1261	1871	1	1	2	2017	2928	6	1278	181	581	1	2041	511	64	194	1	770	2811																																								43	1468	191	637	1	2297			0			2297																									32	879	130	434	1	1444			0			1444	33						444	50	152	0	646	646												
"GA"	2012	"Cobb"	"Elizabeth 01"	2837	40	62	104	913	343	210	559	524	511	1055	6	4	10	787	1728	11	474	55	179	4	712	464	35	320	3	822	1534	6	2837	41	6	26	0	73	13	2	8	0	23	96																											34	691	72	292	5	1060			0			1060	37	53	7	30	0	90	20	4	12	0	36	126													37	662	72	283	5	1022			0			1022	33						81	11	38	0	130	130												
"GA"	2012	"Cobb"	"Elizabeth 02"	1884	40	86	127	492	152	254	408	299	595	921	1	1	2	936	1458	6	608	91	248	0	947	259	32	135	1	427	1374																																								37	596	86	237	0	919	259	34	146	1	440	1359																									33						590	83	240	2	915	915																								
"GA"	2012	"Cobb"	"Elizabeth 03"	1757	37	80	117	422	104	226	334	280	627	942	1	2	3	935	1396	6	637	81	229	3	950	266	35	100	0	401	1351																																								37	622	79	217	3	921	271	34	102	0	407	1328																									32	683	80	207	3	973			0			973	33						50	9	27	0	86	86												
