state	year	precinct	g2012_REG_tv	g2012_BALL_tv	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv	g2012_USH_tv	g2012_USH_dv	g2012_USH_rv	g2012_STS_tv	g2012_STS_rv	g2012_STS_dv	sd	g2012_STH_tv	g2012_STH_rv	g2012_STH_dv	ld	cd
"AK"	2012	"01-135 Chena Lakes"	2633	1094	1093	192	854	1071	132	829	1080	740	336	"A"	1052	824	221	1	1
"AK"	2012	"01-145 Eielson"	2913	495	493	109	369	459	69	338	453	337	116	"A"	436	352	84	1	1
"AK"	2012	"01-155 Moose Creek"	600	225	223	43	162	220	34	166	222	140	81	"A"	217	165	52	1	1
"AK"	2012	"01-165 Newby"	3206	1279	1277	213	1009	1243	136	979	1256	888	363	"A"	1249	989	248	1	1
"AK"	2012	"01-175 North Pole"	1841	668	667	156	494	658	104	488	656	430	225	"A"	654	476	175	1	1
"AK"	2012	"01-183 Plack"	2623	1057	1049	166	842	1038	112	827	1039	713	324	"A"	1027	799	221	1	1
"AK"	2012	"01-195 Salcha No. 1"	603	275	274	45	215	273	41	207	271	172	98	"A"	269	205	63	1	1
"AK"	2012	"District 1 - Absentee"	0	1679	1670	340	1267	1579	257	1180	1475	1162	312	"A"	1453	1154	276	1	1
"AK"	2012	"District 1 - Question"	0	466	462	126	315	312	55	222	185	123	61	"A"	151	112	37	1	1
"AK"	2012	"District 1 - Early Voting"	0	516	514	128	372	508	101	362	509	333	175	"A"	502	352	148	1	1
"AK"	2012	"02-235 Badger No. 1"	2278	944	941	202	695	922	127	710	926	619	306	"A"	926	618	306	2	1
"AK"	2012	"02-245 Fox"	1121	536	534	146	357	524	91	362	525	285	237	"A"	525	331	191	2	1
"AK"	2012	"02-255 Steele Creek/Gilmore"	2647	1084	1080	360	653	1061	256	709	1062	546	512	"A"	1068	548	516	2	1
"AK"	2012	"02-265 Steese East"	2149	986	985	275	662	965	199	665	970	545	419	"A"	969	534	431	2	1
"AK"	2012	"02-270 Steese West"	4668	1902	1898	734	1081	1870	561	1143	1878	846	1029	"A"	1862	862	997	2	1
"AK"	2012	"02-275 Two Rivers"	1112	526	526	131	353	515	109	345	518	295	219	"A"	512	318	188	2	1
"AK"	2012	"District 2 - Absentee"	0	1312	1306	447	795	1260	334	811	1178	679	495	"A"	1168	628	533	2	1
"AK"	2012	"District 2 - Question"	0	420	418	144	246	318	53	227	116	65	50	"A"	84	51	32	2	1
"AK"	2012	"District 2 - Early Voting"	0	1373	1370	657	667	1339	544	693	1363	546	817	"A"	1351	530	818	2	1
"AK"	2012	"03-345 Badger No. 2"	2104	820	817	214	546	807	143	584	808	505	300	"B"	704	686		3	1
"AK"	2012	"03-355 Fairbanks No. 8"	1853	622	619	244	345	611	159	385	607	301	305	"B"	519	494		3	1
"AK"	2012	"03-365 Fairbanks No. 9"	2889	1037	1034	366	622	1019	251	684	1021	558	461	"B"	880	847		3	1
"AK"	2012	"03-375 Fort Wainwright"	4302	586	586	177	386	566	155	348	564	375	185	"B"	486	469		3	1
"AK"	2012	"03-385 Richardson"	1279	532	531	108	397	523	54	426	519	358	159	"B"	469	463		3	1
"AK"	2012	"District 3 - Absentee"	0	1246	1236	416	782	1159	288	759	1070	705	364	"B"	925	889		3	1
"AK"	2012	"District 3 - Question"	0	740	735	272	424	355	85	223	167	88	78	"B"	91	88		3	1
"AK"	2012	"District 3 - Early Voting"	0	515	511	237	267	508	187	289	505	246	257	"B"	398	370		3	1
"AK"	2012	"04-446 Aurora"	2713	971	966	377	543	951	244	618	956	488	466	"B"	955	485	469	4	1
"AK"	2012	"04-455 Fairbanks No. 1"	531	209	208	81	110	208	64	123	207	97	108	"B"	206	98	108	4	1
"AK"	2012	"04-465 Fairbanks No. 2"	1161	341	332	150	161	332	103	198	332	153	178	"B"	333	150	181	4	1
"AK"	2012	"04-470 Fairbanks No. 3"	1329	506	504	228	254	488	144	302	489	226	263	"B"	487	228	259	4	1
"AK"	2012	"04-475 Fairbanks No. 4"	745	308	304	126	162	303	82	188	307	148	158	"B"	304	152	152	4	1
"AK"	2012	"04-480 Fairbanks No. 5"	2090	829	825	290	496	817	187	554	818	434	381	"B"	818	442	371	4	1
"AK"	2012	"04-485 Fairbanks No. 6"	1306	368	365	162	183	361	92	231	363	176	186	"B"	360	155	203	4	1
"AK"	2012	"04-490 Fairbanks No. 7"	1830	546	546	272	244	533	154	327	535	253	279	"B"	533	210	321	4	1
"AK"	2012	"04-495 Fairbanks No. 10"	846	221	220	78	129	217	61	141	217	117	99	"B"	214	114	100	4	1
"AK"	2012	"04-499 Lakeview"	521	187	184	45	127	184	23	142	180	120	59	"B"	185	128	56	4	1
"AK"	2012	"District 4 - Absentee"	0	1031	1022	392	590	989	270	623	884	490	390	"B"	865	468	387	4	1
"AK"	2012	"District 4 - Question"	0	541	537	237	265	438	117	283	204	109	95	"B"	154	67	87	4	1
"AK"	2012	"District 4 - Early Voting"	0	777	774	426	322	756	318	385	764	285	478	"B"	762	295	466	4	1
"AK"	2012	"05-580 Airport"	559	168	168	44	116	167	29	118	168	133	31	"C"	164	119	43	5	1
"AK"	2012	"05-582 Chena"	4075	1857	1852	828	917	1823	620	1011	1806	1180	613	"C"	1780	949	819	5	1
"AK"	2012	"05-584 Farmers Loop"	1299	589	589	325	228	578	266	253	572	308	259	"C"	574	225	348	5	1
"AK"	2012	"05-586 Geist"	1974	738	734	328	371	714	228	418	707	483	220	"C"	701	386	311	5	1
"AK"	2012	"05-588 Pike"	556	240	239	89	140	235	62	148	236	182	54	"C"	230	139	91	5	1
"AK"	2012	"05-590 Salcha No. 2"	349	161	159	14	137	156	15	123	150	131	18	"C"	150	138	12	5	1
"AK"	2012	"05-592 Shanly"	1087	431	427	195	197	422	133	230	414	279	134	"C"	407	219	186	5	1
"AK"	2012	"05-594 University Campus"	798	200	200	128	47	195	100	66	194	86	107	"C"	192	56	136	5	1
"AK"	2012	"05-596 University West"	2652	1128	1126	433	644	1114	304	719	1090	802	274	"C"	1083	646	433	5	1
"AK"	2012	"District 5 - Absentee"	0	1374	1369	614	656	1327	474	676	1171	687	454	"C"	1160	630	526	5	1
"AK"	2012	"District 5 - Question"	0	380	377	168	179	306	93	173	77	52	25	"C"	69	44	25	5	1
"AK"	2012	"District 5 - Early Voting"	0	905	903	478	395	899	384	427	881	542	328	"C"	882	399	480	5	1
"AK"	2012	"06-600 Big Delta"	2775	1098	1095	166	873	1079	121	847	1076	918	139	"C"	1061	896	154	6	1
"AK"	2012	"06-608 Delta Junction"	744	334	331	57	261	328	47	250	322	278	40	"C"	323	261	61	6	1
"AK"	2012	"06-622 Farm Loop"	855	414	412	123	258	405	98	276	390	272	116	"C"	392	256	134	6	1
"AK"	2012	"06-628 Fishhook"	2733	1282	1280	317	911	1255	220	941	1201	876	318	"C"	1211	869	337	6	1
"AK"	2012	"06-632 Glennallen"	847	294	293	57	216	290	38	228	285	235	48	"C"	282	226	54	6	1
"AK"	2012	"06-640 Sheep Mountain"	342	106	106	22	82	105	18	75	102	83	18	"C"	106	88	17	6	1
"AK"	2012	"06-645 Sutton"	1024	466	465	162	279	454	133	274	441	292	146	"C"	445	267	176	6	1
"AK"	2012	"06-650 Valdez No. 1"	1099	485	484	173	289	475	114	326	469	355	111	"C"	471	297	173	6	1
"AK"	2012	"06-655 Valdez No. 2"	902	324	322	106	193	318	64	226	307	234	70	"C"	313	215	96	6	1
"AK"	2012	"06-660 Valdez No. 3"	1122	441	440	176	235	435	108	296	427	320	106	"C"	428	258	169	6	1
"AK"	2012	"District 6 - Absentee"	0	2088	2079	660	1328	1819	424	1243	1689	1248	418	"C"	1668	1180	476	6	1
"AK"	2012	"District 6 - Question"	0	471	467	123	313	345	59	254	83	59	24	"C"	79	52	26	6	1
"AK"	2012	"District 6 - Early Voting"	0	19	19	3	16	19	3	16	19	16	3	"C"	19	14	5	6	1
"AK"	2012	"07-005 Kings Lake"	1914	681	679	159	489	665	106	514	569	545		"D"	554	533		7	1
"AK"	2012	"07-010 Church"	1742	618	618	121	474	611	82	491	544	525		"D"	531	524		7	1
"AK"	2012	"07-015 Tanaina"	2025	821	821	195	593	809	138	618	714	672		"D"	699	663		7	1
"AK"	2012	"07-020 Houston"	1222	485	483	118	342	480	77	374	423	408		"D"	419	409		7	1
"AK"	2012	"07-025 Meadow Lakes No. 1"	1472	531	531	91	404	523	64	418	478	455		"D"	469	451		7	1
"AK"	2012	"07-030 Susitna"	1003	382	381	93	261	372	70	268	298	280		"D"	289	278		7	1
"AK"	2012	"07-035 Talkeetna"	959	355	354	170	151	350	160	156	245	222		"D"	243	217		7	1
"AK"	2012	"07-040 Trapper Creek"	603	149	148	39	92	145	29	101	110	105		"D"	108	104		7	1
"AK"	2012	"07-045 Willow"	1708	769	765	219	513	759	174	516	630	587		"D"	622	585		7	1
"AK"	2012	"District 7 - Absentee"	0	1473	1464	435	973	1404	336	946	1058	981		"D"	1040	978		7	1
"AK"	2012	"District 7 - Question"	0	480	476	100	344	416	66	309	123	119		"D"	91	89		7	1
"AK"	2012	"District 7 - Early Voting"	0	857	855	222	611	850	186	588	723	681		"D"	717	686		7	1
"AK"	2012	"08-055 Walby"	1793	779	774	172	582	766	135	593	680	646		"D"	684	661		8	1
"AK"	2012	"08-060 Greater Palmer"	1641	771	769	204	542	761	162	540	676	623		"D"	668	628		8	1
"AK"	2012	"08-065 Mat-Su Campus"	1219	547	544	124	399	540	95	404	474	444		"D"	473	446		8	1
"AK"	2012	"08-070 Palmer City No. 1"	2294	794	786	251	493	774	173	539	660	605		"D"	657	620		8	1
"AK"	2012	"08-075 Palmer City No. 2"	1754	687	687	178	467	672	141	487	574	547		"D"	589	563		8	1
"AK"	2012	"08-080 Palmer Fishhook"	606	308	307	65	231	306	49	234	268	251		"D"	262	256		8	1
"AK"	2012	"08-085 Trunk"	1233	565	564	111	435	556	70	443	494	480		"D"	495	478		8	1
"AK"	2012	"08-090 Seward Meridian"	1119	440	437	85	330	434	61	333	390	372		"D"	383	372		8	1
"AK"	2012	"08-095 Springer Loop"	1235	593	590	146	420	578	104	440	489	470		"D"	481	467		8	1
"AK"	2012	"District 8 - Absentee"	0	1577	1572	420	1092	1501	308	1077	1200	1122		"D"	1189	1132		8	1
"AK"	2012	"District 8 - Question"	0	687	684	188	459	591	108	435	180	171		"D"	144	139		8	1
"AK"	2012	"District 8 - Early Voting"	0	528	528	139	376	520	101	384	440	413		"D"	440	421		8	1
"AK"	2012	"09-100 Lakes"	1810	712	711	157	528	707	126	543	691	537	153	"E"	690	518	171	9	1
"AK"	2012	"09-105 Pioneer Peak"	1454	631	630	126	481	623	92	489	614	491	120	"E"	610	461	146	9	1
"AK"	2012	"09-110 Schrock"	2082	662	661	119	517	650	66	524	642	518	124	"E"	643	503	139	9	1
"AK"	2012	"09-115 Wasilla Lake"	1394	403	403	104	276	401	84	287	391	288	100	"E"	394	275	117	9	1
"AK"	2012	"09-120 Wasilla No. 1"	3227	1148	1146	248	852	1134	191	864	1105	853	251	"E"	1102	801	298	9	1
"AK"	2012	"09-125 Wasilla No. 2"	2540	894	893	231	606	878	165	645	848	622	223	"E"	847	578	265	9	1
"AK"	2012	"District 9 - Absentee"	0	1158	1153	240	867	1088	196	792	939	738	189	"E"	907	669	230	9	1
"AK"	2012	"District 9 - Question"	0	497	496	108	360	399	57	312	125	94	30	"E"	88	66	21	9	1
"AK"	2012	"District 9 - Early Voting"	0	1317	1315	334	945	1297	280	911	1270	945	320	"E"	1271	888	380	9	1
"AK"	2012	"10-130 Meadow Lakes No. 2"	1151	456	455	97	330	447	76	323	441	334	105	"E"	438	330	106	10	1
"AK"	2012	"10-135 Meadow Lakes No. 3"	2114	831	827	178	597	817	136	621	809	629	179	"E"	798	631	166	10	1
"AK"	2012	"10-140 Knik Goose Bay No. 1"	2124	829	829	143	656	818	107	651	810	663	146	"E"	799	671	125	10	1
"AK"	2012	"10-145 Knik Goose Bay No. 2"	1494	563	562	104	439	556	75	444	551	453	98	"E"	550	456	92	10	1
"AK"	2012	"10-150 Knik Goose Bay No. 3"	2023	820	819	178	609	807	142	592	798	612	184	"E"	796	622	172	10	1
"AK"	2012	"10-155 Big Lake"	2323	975	971	197	720	961	157	725	940	738	201	"E"	946	764	180	10	1
"AK"	2012	"District 10 - Absentee"	0	921	919	184	698	882	136	684	785	628	154	"E"	758	613	144	10	1
"AK"	2012	"District 10 - Question"	0	461	456	90	341	398	54	310	180	140	40	"E"	143	110	33	10	1
"AK"	2012	"District 10 - Early Voting"	0	735	732	173	538	724	152	512	718	545	173	"E"	719	558	161	10	1
"AK"	2012	"11-200 Fairview No. 1"	970	358	357	69	272	357	54	280	347	283	62	"F"	319	310		11	1
"AK"	2012	"11-205 Fairview No. 2"	1304	535	531	132	377	526	87	414	505	389	115	"F"	449	439		11	1
"AK"	2012	"11-210 Snowshoe"	1300	614	611	133	447	609	89	472	579	449	129	"F"	528	515		11	1
"AK"	2012	"11-215 Lazy Mountain"	2011	1063	1059	281	722	1046	220	742	994	733	255	"F"	901	853		11	1
"AK"	2012	"11-220 Butte"	2107	1050	1046	261	748	1026	189	752	991	728	257	"F"	899	870		11	1
"AK"	2012	"11-225 Eklutna"	2663	1175	1173	342	784	1162	259	834	1126	848	275	"F"	1015	970		11	1
"AK"	2012	"11-230 Peters Creek No. 1"	2586	1239	1234	293	898	1215	206	938	1202	939	257	"F"	1087	1067		11	1
"AK"	2012	"District 11 - Absentee"	0	1723	1716	502	1147	1650	379	1130	1452	1067	382	"F"	1306	1239		11	1
"AK"	2012	"District 11 - Question"	0	380	379	77	282	312	41	246	95	81	14	"F"	83	83		11	1
"AK"	2012	"District 11 - Early Voting"	0	525	525	132	380	519	111	365	494	369	121	"F"	427	408		11	1
"AK"	2012	"12-235 Peters Creek No. 2"	1830	837	837	203	584	829	152	620	811	631	177	"F"	738	713		12	1
"AK"	2012	"12-240 Fire Lake"	1750	740	740	169	533	727	117	565	706	558	146	"F"	661	640		12	1
"AK"	2012	"12-245 JBER No. 1"	4078	587	587	199	361	560	171	341	551	367	182	"F"	485	465		12	1
"AK"	2012	"12-250 Downtown Eagle River No. 1"	2755	1030	1030	274	713	1008	197	743	979	750	227	"F"	874	850		12	1
"AK"	2012	"12-255 Chugach Park No. 1"	1434	695	695	212	457	687	157	494	671	509	162	"F"	574	556		12	1
"AK"	2012	"District 12 - Absentee"	0	1931	1928	603	1260	1710	429	1143	1538	1115	414	"F"	1350	1298		12	1
"AK"	2012	"District 12 - Question"	0	534	533	191	314	297	56	215	77	52	23	"F"	41	40		12	1
"AK"	2012	"District 12 - Early Voting"	0	133	132	50	78	129	39	81	127	86	40	"F"	106	101		12	1
"AK"	2012	"13-300 JBER No. 2"	4103	575	575	156	398	549	119	381	540	359	178	"G"	540	394	143	13	1
"AK"	2012	"13-305 Creekside Park"	2040	831	827	334	464	820	229	544	824	349	472	"G"	814	556	234	13	1
"AK"	2012	"13-310 Muldoon No. 1"	2102	711	710	368	308	694	248	397	685	247	437	"G"	680	420	238	13	1
"AK"	2012	"13-315 Muldoon No. 2"	1574	516	515	255	236	507	169	312	503	169	333	"G"	500	330	157	13	1
"AK"	2012	"13-320 North Muldoon"	2171	542	542	270	251	531	175	327	533	205	327	"G"	532	356	163	13	1
"AK"	2012	"District 13 - Absentee"	0	1737	1729	611	1069	1610	444	1030	1456	877	574	"G"	1448	1042	376	13	1
"AK"	2012	"District 13 - Question"	0	508	506	253	232	300	113	167	81	35	46	"G"	59	35	22	13	1
"AK"	2012	"District 13 - Early Voting"	0	306	303	178	120	299	147	143	298	101	197	"G"	297	145	147	13	1
"AK"	2012	"14-325 Russian Jack"	1287	492	491	252	217	480	197	247	483	194	288	"G"	477	210	266	14	1
"AK"	2012	"14-330 Nunaka Valley"	2248	835	832	429	363	817	296	457	816	282	534	"G"	797	322	471	14	1
"AK"	2012	"14-335 Northeast Anchorage"	1530	526	525	222	287	518	153	328	524	207	316	"G"	507	253	252	14	1
"AK"	2012	"14-340 College Gate"	1422	705	704	333	351	694	271	383	688	292	396	"G"	677	321	354	14	1
"AK"	2012	"14-345 Chester Valley"	1401	597	596	250	319	590	193	365	587	270	314	"G"	567	291	273	14	1
"AK"	2012	"14-350 Reflection Lake"	2768	1143	1139	498	599	1122	357	704	1121	497	621	"G"	1100	539	558	14	1
"AK"	2012	"14-355 Wonder Park"	1699	615	614	297	286	604	211	349	606	198	404	"G"	599	217	379	14	1
"AK"	2012	"District 14 - Absentee"	0	1276	1271	573	652	1203	446	675	1080	514	566	"G"	1059	545	513	14	1
"AK"	2012	"District 14 - Question"	0	417	414	199	197	335	111	192	85	30	53	"G"	41	18	22	14	1
"AK"	2012	"District 14 - Early Voting"	0	487	482	287	182	478	244	208	475	151	322	"G"	473	167	303	14	1
"AK"	2012	"15-400 Midtown No. 1"	1347	681	678	337	317	669	249	377	669	247	420	"H"	652	235	414	15	1
"AK"	2012	"15-405 University No. 1"	1281	365	363	202	140	356	151	188	355	121	233	"H"	348	115	233	15	1
"AK"	2012	"15-410 University No. 2"	1358	471	471	225	219	464	181	251	451	216	235	"H"	453	182	270	15	1
"AK"	2012	"15-415 Far North Bicentennial"	1296	443	442	211	219	439	134	271	431	194	232	"H"	426	228	195	15	1
"AK"	2012	"15-420 Tudor No. 1"	3253	1246	1239	567	616	1221	421	715	1205	503	700	"H"	1189	568	619	15	1
"AK"	2012	"15-425 Tudor No. 2"	1849	505	505	269	209	495	197	250	487	198	287	"H"	482	189	289	15	1
"AK"	2012	"15-430 East Anchorage"	1250	401	400	213	172	389	159	199	378	166	207	"H"	375	150	222	15	1
"AK"	2012	"District 15 - Absentee"	0	1258	1251	639	545	1187	464	628	1005	436	561	"H"	966	418	540	15	1
"AK"	2012	"District 15 - Question"	0	580	577	304	241	474	160	272	77	27	48	"H"	43	16	26	15	1
"AK"	2012	"District 15 - Early Voting"	0	528	525	316	197	513	262	224	515	167	348	"H"	509	175	334	15	1
"AK"	2012	"16-435 Inlet View No. 1"	931	416	414	222	183	400	155	221	409	170	237	"H"	411	166	227	16	1
"AK"	2012	"16-440 Turnagain No. 1"	916	333	333	170	149	329	131	172	321	135	184	"H"	313	125	165	16	1
"AK"	2012	"16-445 Turnagain No. 2"	1249	472	471	244	198	460	169	249	449	196	250	"H"	447	189	227	16	1
"AK"	2012	"16-450 Willow Crest"	1368	455	453	225	205	440	138	272	434	206	227	"H"	433	180	217	16	1
"AK"	2012	"16-455 Spenard No. 1"	1625	433	431	246	159	427	184	214	421	174	245	"H"	417	154	232	16	1
"AK"	2012	"16-460 Spenard No. 2"	1907	728	723	448	244	707	354	302	700	225	473	"H"	695	200	446	16	1
"AK"	2012	"16-465 Spenard No. 3"	1196	311	311	178	118	305	122	153	301	124	176	"H"	302	118	166	16	1
"AK"	2012	"16-470 Fireweed"	753	222	222	117	93	220	101	112	215	91	124	"H"	214	86	111	16	1
"AK"	2012	"16-475 Midtown No. 2"	1096	405	403	195	198	394	138	235	382	174	207	"H"	379	181	183	16	1
"AK"	2012	"16-480 Rogers Park"	1516	706	703	399	284	694	317	350	690	271	416	"H"	680	255	394	16	1
"AK"	2012	"District 16 - Absentee"	0	1193	1187	670	472	1123	526	529	987	393	585	"H"	973	351	563	16	1
"AK"	2012	"District 16 - Question"	0	766	759	440	281	636	225	359	102	32	69	"H"	64	21	39	16	1
"AK"	2012	"District 16 - Early Voting"	0	774	771	459	292	749	374	337	750	264	486	"H"	755	252	464	16	1
"AK"	2012	"17-500 North Mt View No. 1"	1691	508	504	307	158	492	217	232	481	156	320	"I"	478	181	295	17	1
"AK"	2012	"17-505 North Mt View No. 2"	1905	493	493	316	161	479	218	232	467	150	314	"I"	472	194	274	17	1
"AK"	2012	"17-510 South Mt View No. 1"	1854	669	665	372	266	657	270	334	642	254	387	"I"	644	282	359	17	1
"AK"	2012	"17-515 South Mt View No. 2"	1067	272	272	156	104	266	99	144	252	110	141	"I"	253	127	125	17	1
"AK"	2012	"17-520 Airport Heights No. 1"	1456	579	579	322	230	573	265	280	548	206	339	"I"	564	244	318	17	1
"AK"	2012	"17-525 Airport Heights No. 2"	1725	863	861	549	282	844	466	338	826	242	580	"I"	828	269	555	17	1
"AK"	2012	"District 17 - Absentee"	0	602	599	366	208	568	287	248	486	166	319	"I"	471	183	285	17	1
"AK"	2012	"District 17 - Question"	0	382	375	286	74	278	141	109	89	21	67	"I"	63	20	43	17	1
"AK"	2012	"District 17 - Early Voting"	0	243	241	179	59	238	152	79	232	54	177	"I"	233	68	162	17	1
"AK"	2012	"18-530 Government Hill"	1321	491	489	271	190	477	203	239	470	165	304	"I"	469	151	316	18	1
"AK"	2012	"18-535 Merrill Field"	2634	861	858	511	309	825	372	398	815	265	550	"I"	821	218	603	18	1
"AK"	2012	"18-540 Downtown Anch No. 1"	934	309	308	179	113	301	150	123	295	83	211	"I"	300	73	227	18	1
"AK"	2012	"18-545 Downtown Anch No. 2"	926	440	437	263	157	427	202	203	418	116	302	"I"	417	100	314	18	1
"AK"	2012	"18-550 Downtown Anch No. 3"	1121	220	219	96	112	213	79	115	207	95	111	"I"	209	95	114	18	1
"AK"	2012	"18-555 Downtown Anch No. 4"	1875	602	601	348	211	585	250	285	580	193	381	"I"	576	181	390	18	1
"AK"	2012	"18-560 Westchester No. 1"	1110	557	556	366	177	545	290	230	531	150	381	"I"	536	140	391	18	1
"AK"	2012	"18-565 Westchester No. 2"	785	353	352	236	101	347	186	125	335	77	257	"I"	344	73	269	18	1
"AK"	2012	"18-570 Fairview"	1926	492	490	312	155	475	234	218	459	134	322	"I"	466	120	344	18	1
"AK"	2012	"District 18 - Absentee"	0	1556	1549	954	525	1465	774	585	1268	378	887	"I"	1274	352	914	18	1
"AK"	2012	"District 18 - Question"	0	507	502	321	156	407	167	206	92	36	55	"I"	69	20	49	18	1
"AK"	2012	"District 18 - Early Voting"	0	569	569	390	163	557	298	226	553	139	413	"I"	556	131	425	18	1
"AK"	2012	"19-600 Inlet View No. 2"	1894	977	976	558	383	953	431	472	964	352	608	"J"	953	356	597	19	1
"AK"	2012	"19-605 Conners Lake"	1683	764	762	317	419	753	205	502	750	390	358	"J"	743	383	359	19	1
"AK"	2012	"19-610 Sand Lake No. 1"	1548	689	687	288	367	681	202	436	677	357	318	"J"	669	350	318	19	1
"AK"	2012	"19-615 Sand Lake No. 2"	1214	543	542	257	261	538	182	329	537	260	274	"J"	532	246	284	19	1
"AK"	2012	"19-620 Lake Spenard"	1683	663	661	313	326	657	233	388	654	303	348	"J"	642	303	338	19	1
"AK"	2012	"19-625 Lake Hood"	1812	880	877	455	396	855	304	495	867	360	505	"J"	861	354	507	19	1
"AK"	2012	"19-630 Turnagain No. 3"	1202	455	454	252	186	447	181	243	446	180	265	"J"	436	167	269	19	1
"AK"	2012	"19-635 Turnagain No. 4"	2015	850	848	432	381	829	311	471	833	337	495	"J"	823	384	436	19	1
"AK"	2012	"District 19 - Absentee"	0	1415	1409	660	705	1362	505	756	1266	611	649	"J"	1235	589	642	19	1
"AK"	2012	"District 19 - Question"	0	380	377	179	168	311	97	185	76	40	36	"J"	60	28	31	19	1
"AK"	2012	"District 19 - Early Voting"	0	694	693	415	263	681	334	302	690	261	428	"J"	679	259	418	19	1
"AK"	2012	"20-640 Dimond No. 1"	2168	921	919	332	551	907	222	630	904	528	372	"J"	894	666	225	20	1
"AK"	2012	"20-645 Kincaid"	2643	1314	1312	424	836	1288	311	911	1297	754	539	"J"	1277	967	308	20	1
"AK"	2012	"20-650 Jewel Lake No. 1"	1492	629	629	277	326	621	182	401	616	307	308	"J"	611	397	214	20	1
"AK"	2012	"20-655 Jewel Lake No. 2"	1648	660	659	263	368	649	171	437	638	338	298	"J"	631	417	212	20	1
"AK"	2012	"20-660 Campbell Lake"	2259	1080	1074	427	585	1066	295	695	1064	559	502	"J"	1045	711	332	20	1
"AK"	2012	"20-665 Sand Lake No. 3"	1657	809	805	303	457	799	220	531	786	421	364	"J"	789	566	220	20	1
"AK"	2012	"20-670 Sand Lake No. 4"	739	354	354	147	192	342	94	228	351	183	167	"J"	342	260	80	20	1
"AK"	2012	"District 20 - Absentee"	0	1237	1233	462	732	1199	345	775	1090	650	436	"J"	1063	751	303	20	1
"AK"	2012	"District 20 - Question"	0	391	390	177	193	319	80	204	110	61	48	"J"	49	37	12	20	1
"AK"	2012	"District 20 - Early Voting"	0	591	589	269	304	580	214	338	582	294	287	"J"	573	362	211	20	1
"AK"	2012	"21-700 Huffman No. 1"	1786	860	860	319	501	849	209	590	829	562	264	"K"	822	518	304	21	1
"AK"	2012	"21-705 Huffman No. 2"	1590	656	654	245	386	643	171	433	632	416	212	"K"	623	386	233	21	1
"AK"	2012	"21-710 Klatt"	1943	985	982	327	629	969	235	683	958	664	284	"K"	963	648	313	21	1
"AK"	2012	"21-715 Southport"	1872	796	793	296	478	780	189	545	768	557	209	"K"	767	479	287	21	1
"AK"	2012	"21-720 Ocean View No. 1"	1664	690	690	263	395	681	178	453	669	454	210	"K"	663	403	258	21	1
"AK"	2012	"21-725 Ocean View No. 2"	1856	1029	1026	381	613	1012	280	678	991	686	299	"K"	1001	639	358	21	1
"AK"	2012	"21-730 Bayshore"	2680	1266	1264	460	769	1238	309	866	1222	898	320	"K"	1219	786	432	21	1
"AK"	2012	"District 21 - Absentee"	0	1374	1372	541	791	1317	395	835	1188	784	393	"K"	1185	734	448	21	1
"AK"	2012	"District 21 - Question"	0	401	399	151	229	338	72	230	139	101	38	"K"	113	65	48	21	1
"AK"	2012	"District 21 - Early Voting"	0	828	826	333	471	818	282	488	800	497	301	"K"	807	498	307	21	1
"AK"	2012	"22-735 Northwood"	946	405	405	184	201	402	111	250	387	242	145	"K"	389	173	216	22	1
"AK"	2012	"22-740 Arctic"	1682	658	656	308	326	646	221	381	640	379	257	"K"	643	299	344	22	1
"AK"	2012	"22-745 Midtown No. 3"	1240	307	307	128	166	303	80	187	298	191	105	"K"	298	166	131	22	1
"AK"	2012	"22-750 Taku"	1803	724	724	297	393	714	194	470	699	445	245	"K"	698	372	323	22	1
"AK"	2012	"22-755 Campbell Creek No. 1"	1384	645	645	271	350	636	168	439	616	425	188	"K"	628	266	360	22	1
"AK"	2012	"22-760 Campbell Creek No. 2"	1393	495	494	236	240	489	174	291	479	277	198	"K"	482	198	282	22	1
"AK"	2012	"22-765 Campbell Creek No. 3"	1735	790	784	327	430	779	223	499	753	492	255	"K"	766	321	443	22	1
"AK"	2012	"22-770 Dimond No. 2"	1462	556	553	237	299	545	155	359	535	344	190	"K"	538	209	329	22	1
"AK"	2012	"District 22 - Absentee"	0	1083	1078	424	605	1037	316	645	896	571	316	"K"	881	477	400	22	1
"AK"	2012	"District 22 - Question"	0	398	396	180	199	323	84	210	76	44	32	"K"	65	32	32	22	1
"AK"	2012	"District 22 - Early Voting"	0	514	513	267	236	509	213	266	498	262	233	"K"	504	195	309	22	1
"AK"	2012	"23-800 Abbott Loop No. 1"	2240	901	898	387	488	881	251	585	861	601	259	"L"	852	507	343	23	1
"AK"	2012	"23-805 Abbott Loop No. 2"	1469	737	734	249	459	731	205	492	709	529	178	"L"	718	434	281	23	1
"AK"	2012	"23-810 Huffman No. 3"	1289	633	632	162	454	630	112	495	611	489	122	"L"	617	468	149	23	1
"AK"	2012	"23-815 Huffman No. 4"	2010	963	962	314	620	947	219	684	933	728	205	"L"	937	667	270	23	1
