"county"	"precinct"	"ld"	"sd"	"cd"	"state"	"year"	"g2014_GOV_dv"	"g2014_GOV_rv"	"g2014_GOV_tv"	"g2014_SC_dv"	"g2014_SC_nv"	"g2014_SC_rv"	"g2014_SC_tv"	"g2014_SC_yv"	"g2014_STH_dv"	"g2014_STH_rv"	"g2014_STH_tv"	"g2014_STS_dv"	"g2014_STS_rv"	"g2014_STS_tv"	"g2014_USH_dv"	"g2014_USH_rv"	"g2014_USH_tv"	"g2014_USS_dv"	"g2014_USS_rv"	"g2014_USS_tv"
"39"	"900 Alakanuk"	"39"	"T"	"1"	"AK"	2014		49	105		37			63	100		101	101		102	24	80	106	86	12	106
"39"	"902 Brevig Mission"	"39"	"T"	"1"	"AK"	2014		48	125		44			78	119		122	124		125	25	96	128	82	25	127
"39"	"904 Chevak"	"39"	"T"	"1"	"AK"	2014		105	256		81			166	242		243	241		243	90	156	258	212	33	258
"39"	"906 Diomede"	"39"	"T"	"1"	"AK"	2014		12	20		5			15	18		18	19		19	4	16	20	11	9	20
"39"	"908 Elim"	"39"	"T"	"1"	"AK"	2014		26	105		32			65	99		100	101		102	22	79	107	80	16	106
"39"	"910 Emmonak"	"39"	"T"	"1"	"AK"	2014		105	212		88			119	197		199	198		202	65	143	212	162	33	212
"39"	"912 Gambell"	"39"	"T"	"1"	"AK"	2014		66	170		61			108	163		167	162		166	38	126	171	132	25	171
"39"	"914 Golovin"	"39"	"T"	"1"	"AK"	2014		14	60		15			43	58		60	60		60	20	40	60	46	5	60
"39"	"916 Hooper Bay"	"39"	"T"	"1"	"AK"	2014		119	263		91			167	244		247	253		258	71	190	266	216	45	269
"39"	"918 Kotlik"	"39"	"T"	"1"	"AK"	2014		54	109		34			75	108		109	108		109	28	79	109	76	23	109
"39"	"920 Koyuk"	"39"	"T"	"1"	"AK"	2014		29	101		38			64	97		99	103		103	31	69	103	75	18	100
"39"	"922 Mountain Village"	"39"	"T"	"1"	"AK"	2014		92	205		79			118	190		195	189		195	47	144	205	148	36	207
"39"	"924 Nome No. 1"	"39"	"T"	"1"	"AK"	2014		140	384		103			255	340		360	342		358	157	198	388	217	140	392
"39"	"926 Nome No. 2"	"39"	"T"	"1"	"AK"	2014		167	547		139			354	485		501	480		506	240	272	547	335	175	552
"39"	"928 Nunam Iqua"	"39"	"T"	"1"	"AK"	2014		12	35		12			22	32		32	33		34	12	22	35	25	6	33
"39"	"930 Pilot Station"	"39"	"T"	"1"	"AK"	2014		62	137		66			67	130		132	130		131	21	104	136	71	33	137
"39"	"932 Savoonga"	"39"	"T"	"1"	"AK"	2014		67	242		79			159	236		236	231		232	73	165	247	199	28	244
"39"	"934 Scammon Bay"	"39"	"T"	"1"	"AK"	2014		52	160		58			101	153		153	157		157	71	88	161	136	16	161
"39"	"936 Shaktoolik"	"39"	"T"	"1"	"AK"	2014		36	91		2			71	89		89	91		91	39	53	93	70	18	93
"39"	"938 Shishmaref"	"39"	"T"	"1"	"AK"	2014		63	213		67			125	198		200	197		199	77	123	209	138	41	210
"39"	"940 St. Mary's"	"39"	"T"	"1"	"AK"	2014		54	148		43			98	130		132	139		142	56	85	148	120	21	148
"39"	"942 St. Michael"	"39"	"T"	"1"	"AK"	2014		36	93		24			67	85		89	87		91	19	70	95	52	22	93
"39"	"944 Stebbins"	"39"	"T"	"1"	"AK"	2014		59	130		50			70	125		128	125		126	29	100	133	82	30	132
"39"	"946 Teller"	"39"	"T"	"1"	"AK"	2014		33	78		18			58	73		75	74		75	19	56	78	60	11	78
"39"	"948 Unalakleet"	"39"	"T"	"1"	"AK"	2014		91	275		72			185	255		261	260		267	82	180	275	179	69	272
"39"	"950 Wales"	"39"	"T"	"1"	"AK"	2014		19	66		15			48	61		63	64		65	20	42	65	48	9	66
"39"	"952 White Mountain"	"39"	"T"	"1"	"AK"	2014		12	67		15			50	67		67	67		67	27	38	68	47	11	68
"40"	"002 Ambler"	"40"	"T"	"1"	"AK"	2014		28	73		20			47	65		71	71		71	15	55	72	51	15	71
"40"	"004 Anaktuvuk Pass"	"40"	"T"	"1"	"AK"	2014		40	103		35			65	95		97	98		99	26	70	103	53	36	102
"40"	"006 Atqasuk"	"40"	"T"	"1"	"AK"	2014		37	72		27			43	71		72	71		71	17	50	72	41	22	73
"40"	"008 Barrow"	"40"	"T"	"1"	"AK"	2014		125	332		115			208	315		320	315		325	127	192	336	221	97	336
"40"	"010 Browerville"	"40"	"T"	"1"	"AK"	2014		263	725		260			449	691		711	671		696	241	439	727	453	227	727
"40"	"012 Buckland"	"40"	"T"	"1"	"AK"	2014		29	105		37			68	101		104	101		102	29	74	106	70	19	105
"40"	"014 Deering"	"40"	"T"	"1"	"AK"	2014		12	47		13			31	38		40	46		46	17	27	46	31	6	44
"40"	"016 Kaktovik"	"40"	"T"	"1"	"AK"	2014		34	103		42			56	97		98	98		100	29	65	102	59	27	102
"40"	"018 Kiana"	"40"	"T"	"1"	"AK"	2014		32	94		25			62	81		84	88		90	26	61	94	62	23	94
"40"	"020 Kivalina"	"40"	"T"	"1"	"AK"	2014		42	112		38			74	105		112	109		110	19	84	111	64	29	112
"40"	"022 Kobuk"	"40"	"T"	"1"	"AK"	2014		18	36		15			18	30		30	34		34	10	24	35	17	11	34
"40"	"024 Kotzebue"	"40"	"T"	"1"	"AK"	2014		255	750		188			514	644		670	665		682	308	402	748	499	184	749
"40"	"026 Noatak"	"40"	"T"	"1"	"AK"	2014		45	135		47			86	130		131	131		131	20	108	136	81	34	136
"40"	"028 Noorvik"	"40"	"T"	"1"	"AK"	2014		62	160		67			91	149		157	152		155	27	128	161	91	46	160
"40"	"030 Nuiqsut"	"40"	"T"	"1"	"AK"	2014		48	121		43			71	114		115	113		114	28	88	120	69	37	122
"40"	"032 Point Hope"	"40"	"T"	"1"	"AK"	2014		82	188		61			122	175		182	178		180	48	133	192	104	69	193
"40"	"034 Point Lay"	"40"	"T"	"1"	"AK"	2014		23	57		21			35	57		57	52		52	16	41	58	27	23	57
"40"	"036 Selawik"	"40"	"T"	"1"	"AK"	2014		67	144		64			80	135		138	138		145	33	106	146	89	38	145
"40"	"038 Shungnak"	"40"	"T"	"1"	"AK"	2014		35	81		31			50	69		71	78		78	18	59	81	64	12	80
"40"	"040 Wainwright"	"40"	"T"	"1"	"AK"	2014		77	157		58			97	150		152	150		155	16	127	157	64	71	157
"40"	"326 Allakaket"	"40"	"T"	"1"	"AK"	2014		7	94		34			55	84		86	87		87	65	27	94	87	3	94
"40"	"328 Bettles"	"40"	"T"	"1"	"AK"	2014		8	16		2			11	14		14	12		13	5	11	16	8	7	16
"40"	"330 Hughes"	"40"	"T"	"1"	"AK"	2014		5	51		33			17	49		50	49		50	33	16	50	48	2	51
"District 1"	"Absentee"	"1"	"A"	"1"	"AK"	2014		345	715		201			428	331	279	615	271	347	622	275	356	725	350	329	720
"District 1"	"Early Voting"	"1"	"A"	"1"	"AK"	2014		247	759		270			410	500	262	763	411	336	751	390	322	756	481	248	766
"District 1"	"Question"	"1"	"A"	"1"	"AK"	2014		155	405		143			219	52	35	89	58	67	127	157	193	401	219	154	411
"District 10"	"Absentee"	"10"	"E"	"1"	"AK"	2014		637	1257		454			598	318	709	1151		725	1158	450	679	1252	490	703	1264
"District 10"	"Early Voting"	"10"	"E"	"1"	"AK"	2014		439	846		356			356	196	518	814		543	824	287	465	845	267	538	844
"District 10"	"Question"	"10"	"E"	"1"	"AK"	2014		234	454		168			216	24	74	141		112	163	142	245	455	133	269	462
"District 11"	"Absentee"	"11"	"F"	"1"	"AK"	2014		790	1404		496			684	434	877	1312	442	880	1323	510	775	1398	496	845	1407
"District 11"	"Early Voting"	"11"	"F"	"1"	"AK"	2014		250	466		153			234	167	293	462	154	301	456	196	224	463	178	266	468
"District 11"	"Question"	"11"	"F"	"1"	"AK"	2014		324	635		195			319	52	116	168	78	173	254	233	308	628	191	374	643
"District 12"	"Absentee"	"12"	"F"	"1"	"AK"	2014		884	1649		536			811	497	996	1500	419	1101	1528	580	925	1639	571	996	1655
"District 12"	"Early Voting"	"12"	"F"	"1"	"AK"	2014		351	593		257			249	147	427	575	142	433	575	181	350	586	177	389	591
"District 12"	"Question"	"12"	"F"	"1"	"AK"	2014		167	325		116			149	50	137	187	63	144	209	98	197	327	95	203	333
"District 13"	"Absentee"	"13"	"G"	"1"	"AK"	2014		504	876		235			493		681	708	168	629	804	302	521	914	305	573	930
"District 13"	"Early Voting"	"13"	"G"	"1"	"AK"	2014		73	146		54			73		114	122	43	103	146	54	81	148	61	84	151
"District 13"	"Question"	"13"	"G"	"1"	"AK"	2014		140	250		79			117		31	34	16	63	79	87	141	247	80	141	248
"District 14"	"Absentee"	"14"	"G"	"1"	"AK"	2014		1086	1870		527			1023	470	1263	1742	428	1331	1766	639	1065	1871	634	1185	1888
"District 14"	"Early Voting"	"14"	"G"	"1"	"AK"	2014		265	479		137			244	153	312	466	139	328	469	190	253	475	194	273	480
"District 14"	"Question"	"14"	"G"	"1"	"AK"	2014		118	251		81			121	12	72	84	22	105	128	92	145	254	79	156	255
"District 15"	"Absentee"	"15"	"NA"	"1"	"AK"	2014		390	849		256			503	340	442	783				350	433	854	461	363	860
"District 15"	"Early Voting"	"15"	"NA"	"1"	"AK"	2014		91	274		81			156	166	105	272				148	111	274	177	87	275
"District 15"	"Question"	"15"	"NA"	"1"	"AK"	2014		136	283		79			161	31	41	72				129	140	287	143	117	286
"District 16"	"Absentee"	"16"	"NA"	"1"	"AK"	2014		387	994		258			577	534	344	880				530	394	1000	592	368	1011
"District 16"	"Early Voting"	"16"	"NA"	"1"	"AK"	2014		178	545		163			289	323	208	536				313	195	546	340	184	549
"District 16"	"Question"	"16"	"NA"	"1"	"AK"	2014		128	351		101			174	36	37	75				184	142	354	207	129	367
"District 17"	"Absentee"	"17"	"I"	"1"	"AK"	2014		376	988		216			606	676		713	696		736	538	387	999	604	353	1006
"District 17"	"Early Voting"	"17"	"I"	"1"	"AK"	2014		165	585		133			345	461		484	458		488	368	178	582	385	181	593
"District 17"	"Question"	"17"	"I"	"1"	"AK"	2014		146	410		121			226	46		47	64		67	191	186	422	225	152	429
"District 18"	"Absentee"	"18"	"I"	"1"	"AK"	2014		381	1223		284			712	712		983	830		894	726	421	1230	814	355	1245
"District 18"	"Early Voting"	"18"	"I"	"1"	"AK"	2014		259	809		180			469	523		752	602		656	498	274	817	523	280	824
"District 18"	"Question"	"18"	"I"	"1"	"AK"	2014		259	730		201			341	50		81	94		102	341	319	733	409	249	740
"District 19"	"Absentee"	"19"	"NA"	"1"	"AK"	2014		203	656		164			402	395		588				394	234	666	483	153	680
"District 19"	"Early Voting"	"19"	"NA"	"1"	"AK"	2014		63	292		72			180	208		286				193	83	291	232	50	292
"District 19"	"Question"	"19"	"NA"	"1"	"AK"	2014		109	290		96			145	54		76				156	115	297	200	79	306
"District 2"	"Absentee"	"2"	"A"	"1"	"AK"	2014		263	488		134			298	129	304	434	139	295	437	164	264	492	212	267	500
"District 2"	"Early Voting"	"2"	"A"	"1"	"AK"	2014		168	411		165			208	168	235	405	172	229	403	155	217	409	191	199	413
"District 2"	"Question"	"2"	"A"	"1"	"AK"	2014		130	233		81			119	12	29	41	20	49	69	66	140	231	88	126	235
"District 20"	"Absentee"	"20"	"NA"	"1"	"AK"	2014		410	1488		340			842	1047		1125				970	431	1495	1046	401	1509
"District 20"	"Early Voting"	"20"	"NA"	"1"	"AK"	2014		189	690		142			412	531		565				456	195	689	483	188	697
"District 20"	"Question"	"20"	"NA"	"1"	"AK"	2014		141	370		108			179	64		66				187	157	378	214	132	387
"District 21"	"Absentee"	"21"	"K"	"1"	"AK"	2014		478	1256		306			735	604	540	1150	583	558	1146	664	512	1263	738	485	1277
"District 21"	"Early Voting"	"21"	"K"	"1"	"AK"	2014		274	790		177			472	452	330	784	426	351	780	473	270	784	479	299	795
"District 21"	"Question"	"21"	"K"	"1"	"AK"	2014		123	312		79			163	33	44	77	35	55	91	135	150	319	163	127	325
"District 22"	"Absentee"	"22"	"K"	"1"	"AK"	2014		506	1145		310			620	483	560	1045	451	607	1059	527	527	1145	556	544	1151
"District 22"	"Early Voting"	"22"	"K"	"1"	"AK"	2014		278	633		174			340	297	322	621	256	367	625	305	288	634	308	309	635
"District 22"	"Question"	"22"	"K"	"1"	"AK"	2014		134	294		81			140	25	48	74	35	62	98	119	137	291	128	140	298
"District 23"	"Absentee"	"23"	"NA"	"1"	"AK"	2014		358	874		226			520	588		630				421	384	888	480	368	898
"District 23"	"Early Voting"	"23"	"NA"	"1"	"AK"	2014		185	502		144			250	374		401				267	201	502	280	208	506
"District 23"	"Question"	"23"	"NA"	"1"	"AK"	2014		141	354		118			160	41		46				165	155	359	185	139	368
"District 24"	"Absentee"	"24"	"NA"	"1"	"AK"	2014		663	1370		300			817	518	721	1243				598	676	1366	632	701	1378
"District 24"	"Early Voting"	"24"	"NA"	"1"	"AK"	2014		406	856		239			461	343	498	842				398	395	844	416	419	857
"District 24"	"Question"	"24"	"NA"	"1"	"AK"	2014		134	300		77			151	23	50	73				122	156	301	122	160	303
"District 25"	"Absentee"	"25"	"M"	"1"	"AK"	2014		380	952		220			558	450	400	854	349	504	859	476	404	949	539	378	968
"District 25"	"Early Voting"	"25"	"M"	"1"	"AK"	2014		276	668		178			384	331	326	659	231	417	652	335	303	665	366	284	674
"District 25"	"Question"	"25"	"M"	"1"	"AK"	2014		164	394		109			220	56	55	111	44	96	142	170	194	401	204	166	410
"District 26"	"Absentee"	"26"	"M"	"1"	"AK"	2014		691	1309		312			754	446	721	1174	404	801	1210	562	655	1311	600	675	1323
"District 26"	"Early Voting"	"26"	"M"	"1"	"AK"	2014		419	853		224			475	295	518	817	254	571	827	386	414	841	384	450	853
"District 26"	"Question"	"26"	"M"	"1"	"AK"	2014		199	389		108			200	27	52	79	38	65	104	160	198	390	172	200	402
"District 27"	"Absentee"	"27"	"N"	"1"	"AK"	2014		527	1218		303			742	519	619	1141	580	550	1133	608	556	1233	675	517	1241
"District 27"	"Early Voting"	"27"	"N"	"1"	"AK"	2014		266	650		177			372	301	345	646	330	314	645	336	281	648	357	281	652
"District 27"	"Question"	"27"	"N"	"1"	"AK"	2014		131	294		75			149	22	29	53	32	24	57	129	144	298	142	123	298
"District 28"	"Absentee"	"28"	"N"	"1"	"AK"	2014		854	1768		381			1002	642	968	1614	731	912	1645	863	799	1761	851	890	1786
"District 28"	"Early Voting"	"28"	"N"	"1"	"AK"	2014		598	1253		306			678	489	730	1226	542	692	1236	616	553	1232	577	642	1251
"District 28"	"Question"	"28"	"N"	"1"	"AK"	2014		109	240		71			85	17	50	68	27	46	73	113	106	233	105	118	240
"District 29"	"Absentee"	"29"	"O"	"1"	"AK"	2014		1308	2218		823			909	506	1508	2025		1488	2041	646	1383	2224	724	1410	2243
"District 29"	"Early Voting"	"29"	"O"	"1"	"AK"	2014		37	72		20			37	26	40	66		41	64	27	36	72	32	37	73
"District 29"	"Question"	"29"	"O"	"1"	"AK"	2014		137	266		98			104	14	56	70		95	125	59	172	262	81	143	263
"District 3"	"Absentee"	"3"	"NA"	"1"	"AK"	2014		368	602		199			337	126	414	545				143	384	591	168	394	613
"District 3"	"Early Voting"	"3"	"NA"	"1"	"AK"	2014		245	549		207			288	195	340	540				194	293	542	225	307	550
"District 3"	"Question"	"3"	"NA"	"1"	"AK"	2014		129	228		86			115	20	62	83				49	158	229	57	149	234
"District 30"	"Absentee"	"30"	"O"	"1"	"AK"	2014		1156	1981		756			813	545	1320	1877		1399	1882	615	1190	1975	666	1251	2002
"District 30"	"Early Voting"	"30"	"O"	"1"	"AK"	2014		15	28		20			5	9	19	28		17	28	11	14	27	10	18	28
"District 30"	"Question"	"30"	"O"	"1"	"AK"	2014		190	333		133			132	33	77	110		123	169	91	188	327	93	199	337
"District 31"	"Absentee"	"31"	"P"	"1"	"AK"	2014		1009	2465		742			1027		1991	2056	706	1585	2299	1157	1108	2468	1247	1138	2492
"District 31"	"Early Voting"	"31"	"P"	"1"	"AK"	2014		24	67		31			24		54	59	19	47	66	26	33	69	28	34	69
"District 31"	"Question"	"31"	"P"	"1"	"AK"	2014		115	265		83			96		125	131	55	91	150	99	130	265	116	120	270
"District 32"	"Absentee"	"32"	"P"	"1"	"AK"	2014		552	1435		365			750	684	660	1349	406	933	1345	721	649	1451	791	586	1458
"District 32"	"Early Voting"	"32"	"P"	"1"	"AK"	2014		15	46		15			23	22	22	44	19	26	46	23	22	46	30	14	47
"District 32"	"Question"	"32"	"P"	"1"	"AK"	2014		109	248		69			118	46	97	144	36	111	148	88	145	251	104	132	254
"District 33"	"Absentee"	"33"	"Q"	"1"	"AK"	2014		662	2252		469			1341	1635	498	2143	1697	495	2201	1457	669	2263	1606	593	2289
"District 33"	"Early Voting"	"33"	"Q"	"1"	"AK"	2014		225	777		157			469	578	180	759	610	149	762	491	226	768	536	212	780
"District 33"	"Question"	"33"	"Q"	"1"	"AK"	2014		157	452		110			254	176	64	242	311	82	395	252	150	448	286	130	457
"District 34"	"Absentee"	"34"	"Q"	"1"	"AK"	2014		480	1092		229			692	406	599	1008	720	327	1051	525	461	1082	612	428	1100
"District 34"	"Early Voting"	"34"	"Q"	"1"	"AK"	2014		731	1816		427			1100	751	1042	1798	1275	520	1797	972	706	1804	1066	665	1817
"District 34"	"Question"	"34"	"Q"	"1"	"AK"	2014		187	441		101			272	64	139	207	237	103	345	204	190	434	220	161	447
"District 35"	"Absentee"	"35"	"NA"	"1"	"AK"	2014		834	2085		577			1082	1199	856	2058				996	951	2113	1122	873	2126
"District 35"	"Early Voting"	"35"	"NA"	"1"	"AK"	2014		23	72		25			33	37	33	70				34	33	72	37	30	72
"District 35"	"Question"	"35"	"NA"	"1"	"AK"	2014		58	138		43			66	21	26	48				52	64	138	62	60	139
"District 36"	"Absentee"	"36"	"NA"	"1"	"AK"	2014		659	1394		350			792		681	1350				516	770	1392	624	726	1407
"District 36"	"Early Voting"	"36"	"NA"	"1"	"AK"	2014		1	15		5			8		8	15				7	7	15	9	5	14
"District 36"	"Question"	"36"	"NA"	"1"	"AK"	2014		208	465		148			256		150	400				135	266	465	172	238	478
"District 37"	"Absentee"	"37"	"S"	"1"	"AK"	2014		422	1187		343			625	936		965	906		940	486	621	1188	770	353	1196
"District 37"	"Early Voting"	"37"	"S"	"1"	"AK"	2014		22	73		27			38	61		64	58		62	37	34	75	52	19	75
"District 37"	"Question"	"37"	"S"	"1"	"AK"	2014		105	249		81			138	98		98	99		100	81	147	252	152	84	253
"District 38"	"Absentee"	"38"	"S"	"1"	"AK"	2014		129	550		153			356	447		467	438		466	285	229	552	419	101	552
"District 38"	"Early Voting"	"38"	"S"	"1"	"AK"	2014		3	29		13			15	23		28	23		27	15	13	29	24	3	29
"District 38"	"Question"	"38"	"S"	"1"	"AK"	2014		120	371		148			198	233		241	239		250	117	237	375	271	71	374
"District 39"	"Absentee"	"39"	"T"	"1"	"AK"	2014		170	442		127			277	363		378	372		385	161	263	443	302	122	451
"District 39"	"Early Voting"	"39"	"T"	"1"	"AK"	2014		65	279		84			160	239		261	243		260	143	111	273	187	77	281
"District 39"	"Question"	"39"	"T"	"1"	"AK"	2014		99	213		67			131	99		100	103		105	67	137	216	124	68	218
"District 4"	"Absentee"	"4"	"NA"	"1"	"AK"	2014		378	1126		304			642	657	369	1031				630	381	1134	679	409	1143
"District 4"	"Early Voting"	"4"	"NA"	"1"	"AK"	2014		351	1257		332			712	822	411	1242				747	397	1246	800	416	1260
"District 4"	"Question"	"4"	"NA"	"1"	"AK"	2014		144	375		137			179	56	43	102				143	179	378	177	165	383
"District 40"	"Absentee"	"40"	"T"	"1"	"AK"	2014		156	516		152			321	396		411	407		420	217	274	522	332	150	524
"District 40"	"Early Voting"	"40"	"T"	"1"	"AK"	2014		11	35		13			16	31		32	31		32	13	20	34	17	15	35
"District 40"	"Question"	"40"	"T"	"1"	"AK"	2014		91	198		84			93	96		97	100		101	62	122	197	107	71	200
"District 5"	"Absentee"	"5"	"C"	"1"	"AK"	2014		348	904		282			483	429	349	785	360	438	803	471	348	930	503	376	935
"District 5"	"Early Voting"	"5"	"C"	"1"	"AK"	2014		277	882		263			497	526	336	871	372	495	872	481	318	875	532	325	885
"District 5"	"Question"	"5"	"C"	"1"	"AK"	2014		129	327		105			175	32	32	64	34	55	90	137	157	330	152	154	331
"District 6"	"Absentee"	"6"	"C"	"1"	"AK"	2014		664	1466		563			700	572	793	1377	524	855	1388	512	809	1470	653	731	1476
"District 6"	"Early Voting"	"6"	"C"	"1"	"AK"	2014		163	448		179			204	226	214	440	171	268	441	208	199	444	239	191	447
"District 6"	"Question"	"6"	"C"	"1"	"AK"	2014		149	320		110			170	38	45	85	42	64	108	85	202	319	139	159	322
"District 7"	"Absentee"	"7"	"NA"	"1"	"AK"	2014		446	797		305			338		436	679				223	482	798	224	508	802
"District 7"	"Early Voting"	"7"	"NA"	"1"	"AK"	2014		703	1293		513			579		770	1240				423	708	1276	384	823	1294
"District 7"	"Question"	"7"	"NA"	"1"	"AK"	2014		235	479		170			219		66	110				144	262	478	128	288	481
"District 8"	"Absentee"	"8"	"NA"	"1"	"AK"	2014		470	770		305			343	129	546	679				179	519	768	189	541	776
"District 8"	"Early Voting"	"8"	"NA"	"1"	"AK"	2014		431	756		329			305	183	545	735				222	463	754	221	482	755
"District 8"	"Question"	"8"	"NA"	"1"	"AK"	2014		178	348		155			145	20	77	100				97	209	356	79	219	358
"District 9"	"Absentee"	"9"	"E"	"1"	"AK"	2014		686	1452		546			660	243	803	1335		787	1321	513	773	1439	533	828	1458
"District 9"	"Early Voting"	"9"	"E"	"1"	"AK"	2014		193	359		121			162	55	234	349		221	341	133	191	355	113	221	360
"District 9"	"Question"	"9"	"E"	"1"	"AK"	2014		134	338		130			128	22	41	98		55	105	108	186	331	129	168	338
